oa_code_2021,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_94,age_95_99,age_100_plus
S00180795,7,12,8,4,6,8,10,12,10,5,14,4,8,5,2,5,5,0,0,0,0
S00180796,9,3,1,3,5,5,2,6,5,5,4,7,5,9,14,2,0,3,1,0,0
S00180797,10,6,6,5,9,18,9,7,6,9,12,5,8,3,1,3,1,1,0,0,0
S00180798,8,13,11,9,6,4,14,15,6,4,16,16,8,2,3,3,4,0,0,0,0
S00180799,12,8,14,7,14,12,5,19,13,14,11,14,10,6,12,7,2,0,0,0,0
S00180800,15,16,10,6,15,15,11,3,10,4,9,10,11,11,9,3,3,3,0,0,0
S00180801,6,6,5,10,5,7,7,15,2,3,10,9,16,10,5,4,3,2,0,0,0
S00180802,13,21,17,7,4,7,14,15,28,18,10,5,3,0,5,0,0,0,0,0,0
S00180803,4,3,7,14,5,5,5,8,4,13,7,7,2,0,1,1,0,0,0,0,0
S00180804,24,12,4,4,1,4,27,21,10,5,5,0,4,4,2,2,0,0,0,0,0
S00180805,6,6,8,4,4,6,6,9,9,7,8,7,4,3,3,6,6,1,1,0,0
S00180806,1,5,4,3,6,9,7,7,7,1,11,5,11,5,3,2,3,2,0,0,0
S00180807,9,5,2,7,3,8,3,9,9,1,7,10,5,5,8,0,1,0,0,0,0
S00180808,6,2,2,8,9,10,9,10,7,7,9,3,8,3,5,4,0,4,1,0,0
S00180809,3,6,4,9,8,8,12,9,7,8,15,13,10,7,7,20,8,2,0,1,0
S00180810,4,1,1,6,8,3,9,10,3,11,8,5,6,3,5,4,0,3,1,0,0
S00180811,1,3,6,5,7,4,2,5,3,8,5,13,8,9,10,2,1,0,0,0,0
S00180812,2,4,8,3,1,12,2,6,4,4,7,12,10,4,6,1,2,0,4,0,0
S00180813,12,35,28,19,5,12,16,29,38,23,20,18,7,4,10,2,1,3,0,0,0
S00180814,10,7,14,13,9,4,12,7,11,14,18,11,15,8,1,5,0,0,0,0,0
S00180815,12,11,13,6,6,4,5,10,10,2,9,2,2,0,8,4,2,1,0,0,0
S00180816,31,13,19,9,8,33,42,30,18,6,10,13,5,2,6,0,2,1,0,0,0
S00180817,0,2,11,0,9,3,1,5,7,3,11,8,9,9,10,1,2,0,0,0,0
S00180818,10,11,5,10,12,8,7,14,4,9,8,14,11,1,1,3,2,0,0,0,0
S00180819,2,8,1,1,5,15,15,20,17,9,4,7,1,1,3,0,3,0,0,0,0
S00180820,1,1,2,3,5,6,6,3,4,5,9,3,6,3,0,2,1,1,2,1,0
S00180821,10,7,3,18,12,5,10,6,10,11,7,4,9,7,2,7,6,0,0,0,0
S00180822,24,15,12,12,8,9,11,8,17,8,13,18,12,15,5,9,0,4,5,0,0
S00180823,8,8,5,4,7,7,11,8,1,4,10,1,1,1,1,1,3,0,0,0,0
S00180824,6,5,3,8,3,1,8,10,3,1,4,8,5,9,3,7,0,1,0,0,0
S00180825,2,4,4,5,1,6,9,8,2,3,10,7,2,6,7,1,1,0,0,0,0
S00180826,2,7,10,8,2,0,5,4,6,6,20,12,9,9,10,6,1,1,0,0,0
S00180827,7,6,4,8,7,3,6,1,8,4,11,4,5,1,1,5,2,0,0,0,0
S00180828,8,1,1,0,21,25,19,14,2,12,6,2,5,0,1,1,1,0,0,0,0
S00180829,4,9,2,2,0,5,11,4,3,4,5,5,3,1,4,2,0,0,1,0,0
S00180830,10,22,15,15,4,13,20,16,18,16,10,11,11,4,4,3,5,0,2,1,0
S00180831,23,35,29,19,7,4,11,33,28,37,4,9,1,6,3,2,3,0,0,0,0
S00180832,14,9,22,13,10,10,11,10,9,4,10,7,2,6,5,1,3,1,1,0,0
S00180833,10,2,6,5,7,6,9,5,4,7,9,3,5,3,5,2,0,0,0,0,0
S00180834,11,4,6,4,3,6,14,7,3,1,7,9,9,1,6,4,3,0,0,0,0
S00180835,8,9,3,1,4,9,8,12,2,9,11,9,6,9,6,7,0,0,0,0,0
S00180836,2,2,0,0,0,11,5,5,1,2,3,6,2,5,3,9,4,3,4,0,0
S00180837,6,2,13,8,3,7,1,4,7,12,4,7,4,4,2,4,4,2,0,0,0
S00180838,8,8,9,7,11,10,12,15,9,8,6,2,6,1,4,3,2,0,2,1,0
S00180839,5,13,5,4,4,9,0,8,12,5,6,13,6,14,7,10,6,2,1,0,0
S00180840,3,2,7,7,10,7,7,2,4,5,7,6,13,8,8,4,3,5,0,0,0
S00180841,14,22,17,8,5,2,9,17,9,17,12,8,0,2,0,1,2,0,0,0,0
S00180842,1,5,5,6,8,3,6,1,4,2,6,10,8,5,2,0,2,1,0,0,0
S00180843,10,6,4,2,24,15,9,14,9,11,18,13,4,7,4,4,1,1,0,0,0
S00180844,10,17,3,8,13,13,15,5,5,8,8,9,4,6,5,7,9,3,1,1,0
S00180845,3,3,0,4,13,10,17,7,9,8,6,7,12,3,4,0,1,0,0,0,0
S00180846,4,1,4,2,3,8,14,8,3,11,15,13,7,3,11,3,1,0,1,0,0
S00180847,11,8,3,1,6,5,9,4,5,6,8,1,4,3,2,2,3,0,2,0,0
S00180848,4,2,8,5,4,5,1,10,5,12,3,11,5,13,6,8,2,2,0,0,0
S00180849,1,22,27,10,8,6,7,8,19,18,15,9,9,2,2,1,0,0,0,0,0
S00180850,2,8,11,16,2,7,13,5,14,8,14,5,10,6,5,3,2,0,0,0,0
S00180851,6,6,7,2,3,6,9,6,4,6,12,6,7,8,8,5,7,2,2,0,0
S00180852,7,5,2,1,2,5,11,6,4,6,3,8,4,2,9,2,1,1,0,0,0
S00180853,2,2,3,7,14,6,7,4,4,4,14,10,8,5,5,8,3,1,0,0,0
S00180854,5,14,19,12,2,7,11,10,12,12,15,9,7,14,5,5,5,3,1,0,0
S00180855,8,3,11,7,6,7,6,3,4,10,11,9,11,13,1,1,3,1,0,0,0
S00180856,1,2,4,21,15,6,12,14,4,12,16,11,16,6,11,2,1,0,0,0,1
S00180857,5,17,18,12,7,13,12,11,15,16,12,15,7,7,0,2,3,0,0,0,0
S00180858,8,7,12,13,15,11,18,8,12,15,29,23,3,5,1,3,2,0,0,0,0
S00180859,1,10,12,8,3,7,6,7,9,5,8,7,5,2,5,6,0,0,0,0,0
S00180860,4,7,5,3,16,19,18,10,7,2,5,2,5,1,1,1,1,0,0,0,0
S00180861,9,20,18,20,6,8,5,16,19,27,19,13,9,7,10,8,1,0,0,0,0
S00180862,5,4,2,1,5,6,5,7,7,6,3,10,4,3,0,0,0,0,0,0,0
S00180863,4,7,11,8,6,3,9,15,16,12,3,11,7,3,4,1,0,0,0,0,0
S00180864,5,18,18,7,9,5,9,11,13,12,10,9,8,5,10,3,1,0,0,0,0
S00180865,1,4,1,3,10,7,5,4,0,3,9,7,4,1,0,0,4,0,1,0,0
S00180866,11,5,8,10,10,10,13,16,9,12,21,8,14,10,12,4,2,0,0,0,1
S00180867,4,4,8,13,9,7,4,7,8,15,20,15,12,4,3,3,2,0,0,0,0
S00180868,3,6,7,11,0,2,7,8,5,5,3,8,3,1,4,4,1,1,0,0,0
S00180869,2,2,6,10,4,10,7,7,3,3,7,9,9,5,6,5,3,4,1,0,0
S00180870,2,0,3,2,2,1,5,2,4,2,4,11,8,14,1,3,4,0,0,0,0
S00180871,1,1,2,8,3,3,2,2,4,2,6,4,1,8,8,9,10,12,5,0,0
S00180872,1,5,5,6,6,2,10,8,3,7,8,13,5,6,4,1,1,0,0,2,0
S00180873,5,20,12,7,0,10,9,10,3,5,7,9,0,1,2,3,0,2,0,0,0
S00180874,16,13,18,7,6,4,21,11,24,18,11,6,4,0,2,0,0,0,0,0,0
S00180875,4,5,3,2,5,2,5,3,5,3,3,13,8,5,3,2,3,1,0,0,0
S00180876,8,3,4,5,8,10,8,11,9,14,9,16,2,9,9,7,2,5,0,0,0
S00180877,4,9,4,7,6,5,6,1,10,3,15,8,4,8,5,3,5,0,0,1,0
S00180878,0,6,4,1,11,2,6,8,3,5,8,14,7,6,7,3,0,0,0,0,0
S00180879,3,8,13,7,5,3,5,9,17,14,7,11,7,11,7,3,2,4,0,0,0
S00180880,2,1,1,9,11,6,7,7,7,9,14,11,12,3,1,4,3,2,4,0,0
S00180881,13,12,4,13,6,8,9,20,9,13,19,19,11,6,0,2,0,0,0,0,0
S00180882,9,9,9,3,6,13,6,10,5,4,9,10,9,11,1,4,1,0,0,0,0
S00180883,9,5,11,11,1,6,10,8,14,11,22,16,13,8,3,4,0,0,0,0,0
S00180884,3,6,5,3,6,6,10,6,6,7,5,4,7,5,9,1,1,4,0,0,0
S00180885,7,15,13,9,13,12,8,5,9,13,18,16,9,3,4,3,4,3,0,0,0
S00180886,7,7,19,6,4,9,11,6,10,6,17,12,3,7,6,6,1,0,0,0,0
S00180887,7,3,14,12,6,7,5,6,7,9,16,4,6,4,7,5,4,1,0,1,0
S00180888,6,2,2,4,6,9,7,7,4,7,3,7,4,12,3,3,3,1,0,0,0
S00180889,13,6,15,12,8,5,14,13,16,9,9,11,9,5,8,0,0,0,0,0,0
S00180890,8,18,35,16,10,6,10,9,22,37,26,19,7,7,0,1,2,0,0,0,0
S00180891,11,16,7,6,6,7,5,5,14,11,10,9,11,19,8,6,4,0,0,0,0
S00180892,9,8,13,2,4,12,20,19,10,17,1,1,4,2,4,0,1,0,0,0,0
S00180893,9,7,0,1,7,18,18,14,5,5,3,3,6,0,1,0,1,0,0,0,0
S00180894,5,11,19,14,14,3,16,18,12,6,16,9,12,3,4,3,4,1,1,0,0
S00180895,7,9,3,7,8,9,7,15,10,5,10,9,9,4,8,9,6,2,2,0,0
S00180896,3,10,9,10,11,3,13,13,12,2,14,13,12,10,13,1,0,0,0,0,0
S00180897,6,2,4,2,1,9,10,1,12,1,3,15,3,5,6,3,4,1,0,0,0
S00180898,9,3,0,1,2,11,11,11,5,5,4,8,2,1,1,0,0,1,1,0,0
S00180899,15,17,25,13,2,17,22,16,22,23,13,8,6,4,4,2,2,0,0,0,0
S00180900,14,2,7,5,5,10,15,12,11,15,18,5,8,4,1,3,0,1,0,0,0
S00180901,4,5,3,1,6,5,8,4,2,7,7,6,7,1,5,6,1,0,0,0,0
S00180902,0,1,1,4,8,11,6,1,1,4,8,14,3,10,3,6,0,4,2,0,0
S00180903,6,10,2,10,16,18,24,9,6,8,12,13,12,10,15,5,1,1,0,0,0
S00180904,7,5,0,0,5,18,9,6,8,1,2,3,4,4,5,3,2,0,0,0,0
S00180905,5,11,3,4,7,7,14,5,5,5,10,13,17,8,12,3,1,2,0,0,0
S00180906,3,4,6,2,2,3,9,5,7,6,10,5,3,6,8,11,3,4,0,0,0
S00180907,2,9,16,17,10,8,1,13,3,19,18,17,10,11,6,6,1,1,2,0,0
S00180908,2,6,11,9,6,11,11,4,13,8,7,9,4,0,3,6,1,0,0,0,0
S00180909,6,7,8,5,18,29,21,12,6,7,10,1,2,1,3,0,1,1,0,0,0
S00180910,6,5,10,6,11,7,7,6,12,8,9,15,9,4,4,8,1,1,0,0,0
S00180911,4,15,11,14,9,13,1,16,4,5,10,10,6,4,8,1,4,2,0,0,0
S00180912,9,21,16,29,14,2,12,15,19,21,19,18,13,7,8,4,2,0,0,0,0
S00180913,4,9,4,1,6,1,2,11,8,10,14,17,5,10,12,4,4,1,0,0,0
S00180914,18,10,13,8,13,9,11,18,10,8,13,14,9,9,9,7,0,1,0,0,0
S00180915,14,21,15,6,4,4,12,20,7,9,9,7,8,2,6,5,2,1,0,0,0
S00180916,5,3,2,0,1,5,4,10,6,8,7,5,3,4,2,0,2,1,0,0,0
S00180917,13,8,12,4,6,9,11,18,12,11,13,9,3,3,6,4,1,0,0,0,0
S00180918,0,2,8,12,11,8,13,6,14,4,20,21,11,8,5,5,2,2,0,0,0
S00180919,4,6,13,8,11,6,14,7,16,11,16,13,7,11,10,6,3,0,1,0,0
S00180920,0,1,0,4,3,1,1,0,2,0,4,9,6,8,9,10,19,12,2,0,0
S00180921,5,3,3,1,3,3,5,4,7,6,2,13,4,1,7,16,2,0,1,0,0
S00180922,10,15,19,7,10,15,13,15,8,16,17,10,10,3,10,5,4,1,0,0,0
S00180923,8,5,5,0,3,6,3,11,5,7,11,11,9,3,3,3,3,1,0,0,0
S00180924,5,2,5,2,0,5,5,9,4,2,4,4,4,5,3,9,1,0,0,0,0
S00180925,6,9,12,11,8,6,8,14,9,19,11,13,9,3,2,1,2,2,0,0,0
S00180926,8,0,3,0,3,6,6,3,0,2,9,5,10,3,3,8,10,4,2,0,0
S00180927,13,14,15,15,10,11,13,15,21,8,10,13,10,13,3,0,0,0,0,0,0
S00180928,7,9,11,14,10,8,12,15,13,9,10,10,2,10,6,5,0,0,0,0,0
S00180929,3,6,7,7,6,6,4,12,10,10,9,12,15,5,5,8,3,0,0,1,0
S00180930,6,10,2,3,1,6,5,8,6,3,6,7,7,5,9,5,10,4,0,0,0
S00180931,9,14,7,6,11,22,14,9,19,6,8,5,2,1,0,0,1,0,0,0,0
S00180932,1,4,4,7,3,0,9,5,1,8,4,4,15,0,10,6,4,1,0,0,0
S00180933,3,5,1,3,5,11,10,5,7,7,2,9,12,15,2,2,0,3,0,0,0
S00180934,7,12,10,1,12,11,20,14,14,4,7,11,9,2,2,6,0,1,0,0,0
S00180935,10,10,6,6,7,3,19,5,1,10,3,16,5,3,4,4,1,1,1,0,0
S00180936,0,5,7,9,6,1,7,4,6,7,10,8,8,6,10,5,2,5,1,0,0
S00180937,6,6,2,4,4,13,15,17,9,5,15,7,6,5,0,0,0,0,0,0,0
S00180938,14,18,16,6,9,7,15,13,14,11,10,3,6,9,5,0,0,0,0,0,0
S00180939,7,7,7,7,11,9,7,11,9,6,17,9,14,3,9,4,0,1,0,0,0
S00180940,7,11,11,10,13,11,14,16,14,17,15,12,13,6,8,1,0,1,0,0,0
S00180941,8,0,2,1,9,11,4,5,6,4,3,5,4,2,0,0,0,0,0,0,0
S00180942,11,9,6,10,9,10,5,8,8,8,10,8,5,5,1,1,0,0,0,0,0
S00180943,3,4,13,5,5,3,4,7,8,7,11,7,4,2,7,9,2,1,0,0,0
S00180944,4,8,17,12,6,9,13,23,15,10,15,12,6,3,1,3,0,0,0,0,0
S00180945,0,4,5,4,5,2,1,6,4,4,7,5,8,11,5,2,4,7,0,0,0
S00180946,15,5,15,13,4,15,6,10,12,6,14,8,10,12,11,7,5,0,0,0,0
S00180947,5,14,13,11,12,4,11,6,8,11,16,8,7,4,6,9,0,1,0,0,0
S00180948,5,2,13,8,11,11,7,6,7,16,21,20,7,10,6,6,5,1,0,0,0
S00180949,20,15,23,19,9,12,17,20,24,25,14,8,13,1,3,2,2,0,0,0,0
S00180950,5,12,19,15,5,13,4,7,13,7,18,11,18,6,7,2,3,1,3,0,0
S00180951,0,0,1,9,6,4,0,1,4,1,16,12,5,5,7,11,12,7,1,1,0
S00180952,9,10,2,6,3,14,12,5,5,3,6,4,2,2,4,0,0,0,0,0,0
S00180953,5,4,5,3,0,5,7,8,4,10,3,13,6,2,4,2,4,2,1,0,0
S00180954,0,7,4,4,6,6,6,7,3,4,23,13,16,9,4,0,1,2,0,0,0
S00180955,1,10,3,6,19,8,3,2,4,4,14,15,13,10,7,10,3,1,0,0,0
S00180956,11,14,17,8,7,9,8,6,10,12,10,3,3,0,1,0,2,0,1,0,0
S00180957,13,3,4,5,1,7,7,3,5,12,7,6,4,5,7,4,4,0,3,0,0
S00180958,3,13,10,11,7,8,9,1,13,10,8,7,8,5,12,4,5,4,0,0,0
S00180959,7,14,9,21,7,6,15,16,11,9,10,4,20,7,9,9,0,0,1,0,0
S00180960,5,7,11,18,3,0,0,4,9,7,13,5,2,10,6,3,3,0,0,0,0
S00180961,3,6,6,7,2,4,3,5,3,5,9,3,9,1,4,1,1,0,0,0,0
S00180962,0,5,7,2,2,6,0,11,9,8,8,9,11,10,6,6,10,4,4,0,0
S00180963,11,8,10,7,13,10,12,10,8,8,12,5,4,4,6,9,2,1,0,0,0
S00180964,11,4,15,7,12,7,11,8,6,5,15,11,15,10,6,4,4,2,0,0,0
S00180965,2,3,5,5,1,9,2,4,3,4,16,4,8,5,10,7,3,1,0,2,0
S00180966,2,5,6,2,8,14,8,7,4,4,4,2,2,1,2,3,0,0,0,0,0
S00180967,9,31,26,11,7,9,23,22,8,15,9,16,9,5,0,1,2,0,2,0,0
S00180968,5,7,10,6,7,7,9,4,7,7,13,17,14,8,10,18,7,1,0,0,0
S00180969,3,5,6,0,6,12,6,6,11,11,3,9,12,4,5,2,3,1,0,0,0
S00180970,7,3,6,2,3,3,2,4,5,4,4,7,11,6,0,1,0,2,0,0,0
S00180971,9,14,9,5,6,9,9,7,13,8,8,14,11,7,10,3,3,0,0,0,0
S00180972,4,5,0,1,8,3,5,2,5,2,6,9,11,12,17,16,22,17,10,8,1
S00180973,7,8,3,1,7,6,9,4,8,5,10,12,1,4,7,7,1,1,0,0,0
S00180974,2,0,1,7,6,2,1,6,3,2,5,8,7,15,11,1,6,2,0,0,0
S00180975,0,0,0,1,14,19,13,8,4,10,7,7,7,2,2,0,0,0,0,0,0
S00180976,3,3,1,2,5,18,5,2,3,7,4,2,1,2,0,1,0,0,0,0,0
S00180977,14,12,21,24,13,2,7,17,17,15,26,14,6,9,3,7,0,0,0,0,0
S00180978,1,4,10,4,11,6,9,6,8,5,3,7,7,2,2,0,1,1,0,0,0
S00180979,6,4,5,7,21,11,5,7,4,8,11,8,3,4,2,2,0,0,0,0,0
S00180980,3,1,4,2,8,10,7,3,8,5,2,9,15,10,8,4,2,1,2,2,0
S00180981,10,2,7,1,0,15,9,1,3,3,2,5,5,6,7,1,3,5,0,0,0
S00180982,9,18,20,16,11,14,11,14,21,17,33,24,11,9,2,3,2,0,0,0,0
S00180983,6,2,6,7,10,3,5,8,12,7,11,12,8,8,14,14,10,2,0,0,0
S00180984,12,12,10,8,10,14,11,8,7,14,20,11,9,7,5,17,2,1,3,0,0
S00180985,1,2,10,7,5,1,2,2,3,8,11,10,7,5,1,4,4,0,0,0,0
S00180986,11,18,17,12,5,15,14,15,4,7,4,11,15,12,5,6,2,1,0,0,0
S00180987,8,6,8,2,2,2,6,7,7,3,2,5,5,1,2,5,8,2,0,0,0
S00180988,12,11,10,11,5,5,10,23,8,9,13,6,7,11,6,7,4,3,0,1,0
S00180989,9,7,14,11,8,13,8,9,10,16,12,21,8,13,8,1,1,2,2,0,0
S00180990,9,16,7,10,5,8,12,17,10,6,6,4,7,4,7,8,1,2,0,0,0
S00180991,8,11,16,7,5,8,6,11,14,6,9,4,19,7,4,2,0,0,0,0,0
S00180992,3,4,8,7,5,6,6,11,11,9,8,13,5,7,2,5,7,0,0,0,0
S00180993,4,4,14,13,14,9,2,8,11,13,9,14,4,1,1,0,0,0,0,0,0
S00180994,8,6,9,5,14,8,4,12,7,14,14,12,14,8,7,5,3,2,0,1,0
S00180995,3,4,5,15,7,9,3,2,6,10,16,14,8,8,8,7,4,3,0,0,0
S00180996,10,5,14,8,13,19,17,10,10,17,17,17,6,9,5,2,2,1,0,0,0
S00180997,0,4,8,9,7,6,5,6,6,8,9,16,14,5,7,6,2,2,1,0,0
S00180998,3,3,5,3,13,12,16,3,6,7,10,6,14,3,2,0,0,0,0,0,0
S00180999,5,8,6,9,5,8,7,12,9,8,11,2,1,8,2,0,8,1,0,0,0
S00181000,7,10,12,8,5,5,15,11,10,12,13,10,21,12,9,5,4,0,0,0,0
S00181001,5,12,19,14,13,16,12,15,15,18,18,13,7,19,4,5,3,0,0,0,0
S00181002,12,8,1,2,4,5,12,4,8,9,5,5,14,3,6,5,3,0,3,0,0
S00181003,7,13,10,12,11,16,18,15,13,11,9,11,13,5,6,4,2,3,0,0,0
S00181004,2,1,4,11,9,22,11,9,10,7,10,10,7,1,0,3,1,1,0,0,0
S00181005,6,7,4,3,5,7,4,5,5,15,7,9,11,15,8,9,6,4,1,0,0
S00181006,10,10,11,11,4,8,11,17,5,5,8,2,10,9,4,0,0,0,0,0,0
S00181007,5,8,10,4,9,4,10,8,2,8,6,3,5,4,10,1,0,0,0,0,0
S00181008,13,9,10,8,10,5,7,9,6,5,11,7,9,3,5,1,0,0,0,0,0
S00181009,0,7,10,10,4,4,6,3,12,14,13,5,4,1,2,0,0,0,0,0,0
S00181010,3,8,12,6,8,11,3,2,5,18,12,14,13,4,13,3,6,5,2,0,0
S00181011,5,4,1,4,3,1,7,6,5,4,8,11,8,5,8,9,5,2,3,1,0
S00181012,3,6,5,4,5,6,6,2,11,6,10,16,4,5,12,9,7,13,4,1,1
S00181013,2,5,1,1,2,7,5,5,4,3,6,8,18,18,5,12,2,1,0,0,0
S00181014,4,4,8,8,4,6,5,5,6,6,9,7,4,7,8,4,3,1,0,0,0
S00181015,10,11,9,8,1,7,13,14,18,10,5,13,11,9,2,4,2,2,0,0,0
S00181016,6,6,13,9,6,19,9,3,11,21,17,5,5,0,4,1,2,6,0,0,0
S00181017,5,1,2,3,17,16,9,9,5,2,9,3,3,2,0,0,1,0,0,0,0
S00181018,3,4,7,2,1,4,3,7,9,3,9,7,2,4,3,5,1,1,0,0,0
S00181019,7,3,0,0,20,5,2,4,1,2,2,8,10,2,1,0,0,0,0,0,0
S00181020,1,8,7,11,5,5,3,5,3,9,5,1,0,1,1,1,0,0,0,0,0
S00181021,9,7,3,6,7,7,5,1,2,3,1,6,3,7,5,0,3,0,0,0,0
S00181022,2,13,5,16,12,10,3,8,10,9,17,8,4,2,4,1,3,0,0,0,0
S00181023,9,8,13,12,7,4,10,10,14,12,10,11,3,7,6,2,2,2,2,0,0
S00181024,9,1,5,2,9,16,11,8,14,8,2,1,3,1,7,0,0,0,0,0,0
S00181025,3,8,6,2,3,1,3,8,5,6,11,11,3,3,2,5,2,3,0,0,0
S00181026,4,16,21,14,3,7,7,13,17,17,29,19,12,11,11,0,1,0,0,0,0
S00181027,2,3,5,2,7,6,4,8,5,6,12,15,7,5,10,7,3,2,0,0,0
S00181028,5,4,3,5,7,5,1,2,6,12,13,8,9,5,9,7,6,0,0,1,0
S00181029,12,10,12,16,8,12,13,21,6,13,18,5,6,2,1,1,0,0,0,0,0
S00181030,7,10,14,13,13,8,11,5,12,16,10,11,4,1,6,3,3,1,0,0,0
S00181031,8,3,5,11,7,9,6,13,9,8,17,8,5,7,12,5,5,1,0,0,0
S00181032,3,5,2,4,8,14,3,3,1,13,6,8,17,9,8,3,2,2,3,0,0
S00181033,6,6,7,3,5,4,6,6,9,8,8,4,7,2,3,2,1,1,0,0,0
S00181034,12,25,23,19,13,12,14,7,29,30,18,24,7,2,4,0,2,0,0,0,0
S00181035,11,14,13,8,8,11,17,20,15,14,17,7,4,9,6,2,0,0,0,0,0
S00181036,1,3,7,5,1,2,5,4,4,8,3,3,5,3,2,7,3,4,0,0,0
S00181037,7,10,10,5,9,12,5,6,6,5,11,10,9,6,3,2,1,2,0,0,0
S00181038,6,1,4,3,5,12,1,4,4,8,5,13,4,10,2,0,1,0,0,0,0
S00181039,7,10,8,8,18,20,19,13,7,8,12,11,9,1,1,3,2,0,0,0,0
S00181040,10,9,7,11,15,12,10,11,3,3,16,16,11,4,7,8,6,2,0,0,0
S00181041,11,13,14,20,6,10,16,14,21,16,25,15,7,13,4,2,0,0,0,0,0
S00181042,9,5,17,9,11,8,11,15,14,15,10,5,7,13,10,5,0,2,1,0,0
S00181043,3,2,5,2,1,3,1,11,5,8,6,5,8,5,8,4,11,1,0,0,0
S00181044,4,5,4,2,3,20,13,10,9,6,4,4,3,4,2,0,0,0,0,0,0
S00181045,4,19,9,18,9,4,9,20,7,6,8,9,5,11,7,2,0,0,0,0,0
S00181046,4,14,13,5,4,3,8,3,8,4,5,9,5,2,12,5,0,0,0,0,0
S00181047,18,6,14,16,9,6,15,17,15,10,14,19,23,9,6,2,0,0,1,1,0
S00181048,8,7,14,6,13,16,12,7,11,11,18,6,3,4,6,4,9,2,0,0,0
S00181049,4,3,7,5,1,4,5,5,5,10,7,6,5,8,4,12,3,3,0,0,0
S00181050,9,12,9,11,7,6,24,15,12,6,4,3,2,4,4,0,0,1,0,0,0
S00181051,0,4,3,4,4,3,2,2,2,5,8,7,10,8,10,19,7,11,2,0,0
S00181052,7,6,14,5,5,9,6,15,7,5,10,13,14,7,9,7,4,5,0,0,0
S00181053,7,1,2,2,9,2,7,3,5,6,4,7,2,12,9,9,7,4,1,0,0
S00181054,8,4,7,10,10,9,10,17,7,11,15,8,2,2,4,0,1,0,0,0,0
S00181055,3,4,1,4,10,3,5,2,2,4,10,7,4,1,7,1,0,0,0,0,0
S00181056,9,10,22,11,6,6,5,11,9,8,10,11,10,4,5,3,0,3,0,0,0
S00181057,3,2,6,2,4,6,5,4,7,7,10,2,8,0,7,0,0,1,0,0,0
S00181058,9,4,3,8,4,11,5,6,7,14,17,25,6,6,3,0,2,0,0,0,0
S00181059,4,4,5,1,6,4,8,9,4,9,15,12,12,8,6,8,3,0,0,0,0
S00181060,11,9,13,12,15,19,15,19,16,18,17,10,12,7,5,3,0,0,0,0,0
S00181061,2,6,5,2,2,7,6,4,2,3,2,9,4,8,7,5,2,1,1,0,0
S00181062,2,11,11,11,14,7,7,9,7,17,19,17,13,6,0,0,1,0,1,0,0
S00181063,6,6,9,6,9,6,6,11,11,12,17,13,14,2,1,0,2,2,0,0,0
S00181064,3,5,9,3,3,8,7,0,2,6,4,4,2,3,7,6,1,2,0,0,0
S00181065,4,10,5,3,5,8,6,15,8,4,8,5,5,7,3,1,4,0,1,0,0
S00181066,5,4,5,2,4,4,10,8,8,4,4,9,4,5,3,0,0,0,0,0,0
S00181067,2,4,6,7,8,5,11,1,10,3,6,11,3,3,14,5,4,2,3,0,0
S00181068,6,7,1,12,4,7,9,6,6,9,11,13,10,18,10,12,6,0,0,0,0
S00181069,12,7,9,6,5,11,7,13,7,7,11,13,9,8,13,8,1,2,1,0,0
S00181070,6,8,5,2,8,3,3,4,8,3,14,7,6,6,6,9,4,3,0,1,0
S00181071,4,11,15,12,4,7,5,9,8,9,13,17,3,8,2,4,5,1,1,0,0
S00181072,16,20,26,10,2,6,13,11,21,11,18,13,8,8,3,1,0,0,1,0,0
S00181073,8,4,7,11,8,2,7,4,10,13,8,10,7,8,3,5,0,0,0,0,0
S00181074,10,13,8,8,9,14,18,21,6,9,14,5,0,2,0,0,0,0,0,0,0
S00181075,9,11,9,4,8,13,10,7,8,17,6,10,8,11,9,6,2,2,0,0,0
S00181076,11,14,29,6,11,6,13,19,15,25,14,13,10,8,3,3,1,1,0,0,0
S00181077,5,11,16,15,6,2,6,8,13,20,20,9,6,0,4,0,0,0,0,0,0
S00181078,2,6,7,7,3,4,3,7,11,4,8,11,11,8,8,13,7,7,0,1,1
S00181079,3,4,5,9,5,1,3,4,4,7,7,9,12,3,2,1,0,0,0,0,0
S00181080,5,10,10,13,5,10,9,8,6,11,5,2,1,4,0,0,0,0,0,0,0
S00181081,31,31,21,7,3,11,21,35,26,12,9,7,1,0,4,3,2,0,0,0,0
S00181082,16,5,14,9,7,11,8,12,9,16,7,22,14,8,4,5,1,2,0,0,0
S00181083,15,24,23,10,5,3,6,26,20,11,9,5,1,0,0,0,0,0,0,0,0
S00181084,14,7,13,3,0,2,10,16,14,8,7,5,4,0,1,3,1,1,0,0,0
S00181085,4,2,7,5,6,3,4,5,11,6,13,5,15,7,6,2,1,0,0,0,0
S00181086,2,4,9,8,2,8,9,9,6,4,11,11,7,8,6,4,1,0,0,0,0
S00181087,5,6,20,10,5,4,4,6,20,17,14,2,11,2,1,3,0,0,0,0,0
S00181088,11,18,10,4,0,2,2,15,11,7,5,10,3,7,7,0,3,1,0,0,0
S00181089,6,15,9,12,5,11,6,9,15,8,5,1,6,4,10,4,1,0,0,0,0
