oa_code_2021,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_94,age_95_99,age_100_plus
S00180500,4,1,7,4,5,9,7,4,6,6,8,14,5,4,4,2,2,1,2,0,0
S00180501,8,3,4,3,1,8,9,12,2,4,6,12,9,3,8,9,8,3,0,0,0
S00180502,5,3,2,0,4,4,9,7,9,4,14,18,11,11,6,12,9,1,1,0,0
S00180503,1,5,6,0,4,2,3,0,6,5,5,12,11,12,3,3,2,2,1,0,0
S00180504,5,12,8,6,11,11,13,14,12,10,7,22,3,3,17,12,2,3,2,0,0
S00180505,3,0,4,5,3,3,10,7,2,4,4,8,13,12,5,8,6,1,0,0,0
S00180506,5,0,5,4,3,4,5,7,8,5,6,1,6,15,4,3,2,4,0,0,0
S00180507,2,5,5,1,4,6,4,7,7,8,11,10,8,10,0,1,0,0,0,0,0
S00180508,2,3,7,1,2,1,7,4,4,6,8,9,7,10,9,6,3,3,2,1,0
S00180509,4,1,4,4,4,4,4,7,5,4,12,3,12,12,16,2,2,3,2,0,0
S00180510,1,4,3,1,2,5,0,7,6,4,9,8,4,5,7,8,2,2,0,0,0
S00180511,5,8,6,5,9,10,7,9,8,12,11,12,21,4,13,11,3,2,0,0,0
S00180512,8,6,1,7,8,14,4,6,5,7,17,17,19,7,7,10,6,4,0,0,0
S00180513,2,5,1,7,5,3,3,5,2,1,10,8,8,1,6,11,7,4,1,0,0
S00180514,6,7,5,4,5,7,5,7,1,6,5,9,5,4,5,4,3,1,0,0,0
S00180515,5,2,8,13,5,9,6,6,11,12,2,7,7,10,15,3,2,2,0,0,0
S00180516,2,3,1,1,3,11,2,5,3,10,5,9,8,1,6,2,2,0,1,0,0
S00180517,15,2,4,5,6,13,21,6,9,16,9,18,18,20,12,5,2,0,0,0,0
S00180518,6,4,12,11,3,9,13,7,5,11,13,14,8,9,11,3,8,2,2,0,0
S00180519,3,7,12,8,7,4,14,6,9,10,7,12,10,8,8,5,1,4,0,0,0
S00180520,2,4,0,8,9,2,6,7,15,1,7,12,9,6,7,2,3,0,0,0,0
S00180521,6,0,2,6,3,3,8,7,5,5,7,6,2,5,7,3,2,1,0,0,0
S00180522,7,7,6,6,7,9,8,6,7,5,12,13,8,6,10,6,5,1,3,0,0
S00180523,21,13,9,4,6,21,26,18,10,6,14,7,1,1,5,1,1,0,0,0,0
S00180524,2,1,3,0,6,23,4,7,6,7,7,6,10,2,6,3,4,6,0,0,0
S00180525,11,13,5,14,3,10,11,8,11,14,17,20,10,15,3,9,1,1,0,0,0
S00180526,6,5,3,4,3,3,3,6,0,8,17,11,6,1,9,2,0,1,1,0,0
S00180527,0,6,3,5,1,1,4,3,7,5,5,9,6,14,11,5,7,4,1,0,0
S00180528,7,3,5,6,4,7,7,6,8,5,9,10,13,9,8,4,3,5,0,0,0
S00180529,3,1,2,6,8,22,4,7,4,3,10,7,9,7,12,10,0,0,0,0,0
S00180530,5,3,1,1,9,14,17,12,3,4,2,6,0,0,0,0,0,0,0,0,0
S00180531,9,7,15,18,3,4,15,24,7,10,9,9,7,8,0,2,1,0,1,0,0
S00180532,9,5,9,4,7,1,2,10,15,9,11,15,0,5,9,2,1,1,1,0,0
S00180533,0,5,5,5,1,10,2,11,3,9,6,3,3,3,3,2,1,1,0,0,0
S00180534,6,12,11,6,4,9,11,6,7,7,5,7,6,5,9,7,1,0,0,0,0
S00180535,2,5,1,0,1,4,3,2,5,2,6,12,8,6,7,9,0,0,0,0,0
S00180536,5,6,1,4,10,3,8,5,6,8,7,15,12,12,5,8,5,0,4,1,0
S00180537,11,21,18,17,11,9,3,20,18,12,7,6,5,7,4,0,1,0,0,0,0
S00180538,4,4,7,10,2,6,10,4,5,10,6,9,1,3,1,2,2,2,0,0,0
S00180539,2,10,9,11,9,5,5,7,11,9,21,16,13,12,19,10,6,1,0,0,0
S00180540,1,3,13,3,0,2,0,3,8,4,7,4,0,1,1,4,5,3,2,0,0
S00180541,9,7,10,4,11,12,20,10,7,6,8,14,12,5,4,4,6,2,0,0,0
S00180542,24,25,14,5,18,12,29,16,14,5,12,13,5,3,1,0,0,0,0,0,0
S00180543,4,2,6,6,8,3,3,8,6,8,17,24,17,21,13,8,2,1,0,0,0
S00180544,3,9,8,7,6,5,0,0,9,5,4,7,5,6,1,8,1,5,0,0,0
S00180545,6,2,7,2,7,4,8,9,6,5,8,7,12,7,2,2,0,3,0,0,0
S00180546,3,3,6,3,6,8,5,1,3,4,5,4,12,1,0,0,1,1,0,0,0
S00180547,5,6,9,11,11,11,3,7,14,15,18,15,13,13,8,3,0,0,0,0,0
S00180548,8,13,15,26,16,5,12,9,20,29,21,14,11,1,5,1,3,0,1,0,0
S00180549,4,8,4,5,7,7,10,7,3,7,12,14,10,12,4,2,0,0,1,0,0
S00180550,5,9,5,8,7,1,11,6,3,7,3,4,5,4,0,2,2,2,1,0,0
S00180551,4,9,16,7,2,3,13,6,5,6,4,5,8,2,2,0,0,0,0,0,0
S00180552,7,5,7,8,8,5,6,1,5,11,8,11,1,8,0,1,2,3,0,0,0
S00180553,9,4,7,3,15,5,6,9,1,7,9,4,7,6,6,2,2,0,0,0,0
S00180554,9,5,14,5,3,3,14,2,11,17,9,10,6,2,0,0,0,2,0,2,0
S00180555,2,2,0,3,4,6,2,1,4,4,3,9,7,4,4,0,6,2,0,0,0
S00180556,7,16,11,11,6,5,9,12,12,4,5,3,8,3,1,2,1,0,0,0,0
S00180557,8,1,8,9,6,10,11,15,8,11,9,19,15,16,6,14,5,1,0,0,0
S00180558,3,3,8,1,3,3,3,2,7,10,10,17,15,6,14,6,3,6,1,0,0
S00180559,0,1,1,9,7,1,0,6,3,3,17,4,9,3,5,5,4,0,0,0,0
S00180560,4,7,12,8,2,4,9,7,15,4,11,12,8,6,2,6,0,1,0,0,0
S00180561,12,5,11,10,10,6,9,5,6,11,6,6,7,7,4,1,0,0,2,0,0
S00180562,7,9,8,3,7,11,11,7,3,16,7,16,11,9,9,6,3,4,4,0,0
S00180563,11,8,12,12,3,6,7,17,12,2,12,3,10,15,10,4,1,0,0,0,0
S00180564,13,16,11,19,7,10,11,7,10,8,7,5,5,6,7,4,1,0,0,0,0
S00180565,16,14,20,18,9,5,12,9,6,15,11,8,3,4,7,1,0,0,0,0,0
S00180566,10,18,12,7,6,4,11,15,5,19,19,10,7,3,1,0,1,2,0,0,0
S00180567,10,17,20,10,18,20,13,18,20,25,16,9,8,13,3,0,0,0,0,0,0
S00180568,3,5,0,2,2,1,2,3,1,8,7,5,12,5,9,7,5,1,2,0,1
S00180569,3,6,4,5,5,2,2,9,7,10,14,15,11,11,17,6,7,2,1,1,1
S00180570,6,8,14,9,12,8,5,8,12,12,9,4,2,7,4,9,3,0,0,0,0
S00180571,5,0,5,2,2,2,6,4,4,8,11,10,11,2,4,5,1,2,1,0,0
S00180572,6,7,10,15,18,6,4,4,7,19,22,18,7,4,1,4,1,3,0,0,0
S00180573,5,6,16,9,5,3,6,10,7,6,13,5,9,7,3,8,3,1,0,0,0
S00180574,11,14,14,9,6,14,8,13,6,8,7,13,15,1,8,2,2,1,0,0,0
S00180575,7,10,6,11,7,10,7,10,12,9,12,18,7,3,3,5,4,0,0,0,0
S00180576,3,9,9,9,2,8,11,8,12,11,7,11,16,11,11,5,7,3,1,0,0
S00180577,1,3,5,7,3,4,7,8,4,4,7,13,19,23,20,14,7,4,0,0,0
S00180578,0,2,3,7,0,4,0,1,0,6,12,7,9,9,13,3,3,3,0,0,0
S00180579,6,19,14,6,13,11,12,7,17,7,13,12,7,11,5,3,7,4,0,0,0
S00180580,1,0,2,3,0,1,4,5,5,0,10,3,4,8,4,7,3,1,0,0,0
S00180581,8,2,2,10,10,7,7,9,7,9,20,11,5,7,5,0,2,0,1,0,0
S00180582,1,2,11,9,6,3,9,1,5,11,13,6,6,21,7,12,4,3,0,0,0
S00180583,3,7,5,11,1,6,7,10,4,10,6,12,15,2,3,6,2,0,0,0,0
S00180584,10,15,29,25,18,8,15,14,17,25,34,21,9,0,3,2,3,0,0,0,1
S00180585,11,12,7,7,2,7,10,6,7,5,7,7,1,4,7,4,0,0,0,0,0
S00180586,1,7,2,6,11,11,11,6,4,2,12,8,9,10,8,1,2,0,0,0,0
S00180587,3,3,5,5,7,4,11,10,6,5,8,7,5,7,0,1,0,0,0,0,0
S00180588,6,10,18,9,10,2,7,8,11,12,14,4,7,13,5,6,5,4,0,0,0
S00180589,13,10,3,2,5,15,9,13,9,5,10,9,4,8,16,9,3,1,1,0,0
S00180590,3,7,2,10,4,10,5,9,9,4,13,9,6,5,19,11,6,3,0,0,0
S00180591,7,3,2,5,11,19,9,7,9,6,7,12,11,9,7,7,2,0,2,0,0
S00180592,3,3,5,1,4,5,8,0,9,8,11,24,10,14,8,6,1,0,1,1,0
S00180593,4,4,5,4,8,5,6,4,9,6,11,11,5,5,5,2,4,1,1,0,0
S00180594,13,5,4,9,10,12,16,9,7,13,10,9,9,8,11,7,3,0,0,0,0
S00180595,11,8,2,10,7,9,15,14,14,1,12,8,8,2,2,0,1,0,0,0,0
S00180596,6,3,4,3,5,8,8,6,7,10,2,2,3,8,5,7,3,0,2,1,0
S00180597,3,2,0,3,5,5,4,9,9,6,8,7,5,5,8,5,8,3,1,0,0
S00180598,1,11,8,8,8,7,9,7,4,8,9,5,7,6,3,3,2,1,0,0,0
S00180599,5,5,6,5,6,7,5,4,4,6,16,6,6,4,5,4,7,3,3,0,0
S00180600,6,5,1,4,2,3,7,6,5,5,10,2,6,2,3,2,0,1,0,0,0
S00180601,12,9,9,16,3,6,15,12,7,20,15,20,6,11,2,2,7,0,0,0,0
S00180602,8,6,5,10,13,7,3,2,0,14,6,5,3,7,6,2,0,0,0,0,0
S00180603,8,5,8,4,6,4,9,14,3,7,6,15,15,14,10,14,15,4,1,0,0
S00180604,10,6,11,9,0,12,7,8,10,9,7,12,14,14,10,15,1,0,0,0,0
S00180605,13,6,5,8,7,7,12,7,9,8,2,7,15,6,4,5,0,3,1,0,0
S00180606,3,5,5,8,9,5,14,8,6,8,6,14,7,11,4,3,3,1,2,0,0
S00180607,9,4,6,7,13,5,10,3,9,4,5,9,7,6,5,7,2,2,1,0,0
S00180608,10,12,11,5,8,14,12,21,9,14,24,17,4,4,9,6,4,0,0,0,0
S00180609,4,6,14,8,10,9,6,9,6,11,13,13,18,10,10,7,1,1,0,0,0
S00180610,12,4,8,2,4,8,9,9,7,5,5,11,4,5,8,8,1,0,0,0,0
S00180611,10,10,4,8,6,3,13,5,3,3,7,5,3,8,6,2,1,0,0,0,0
S00180612,2,4,7,3,7,7,2,1,8,14,16,17,6,20,7,9,5,4,0,0,0
S00180613,4,0,3,4,6,12,2,2,1,1,17,7,11,5,2,2,2,3,0,0,0
S00180614,8,17,13,10,8,7,11,17,9,8,13,10,5,9,8,5,0,1,1,0,0
S00180615,3,4,0,0,2,6,2,2,5,3,2,8,8,14,12,4,3,2,0,0,0
S00180616,3,4,12,18,7,4,2,8,9,11,14,12,13,1,6,0,0,0,0,0,0
S00180617,1,3,4,2,6,10,4,5,3,7,8,3,12,12,9,11,2,2,0,0,0
S00180618,12,14,16,8,11,7,13,23,12,18,13,6,7,2,0,0,0,1,0,0,0
S00180619,2,1,5,2,5,3,4,3,4,4,11,19,13,11,17,6,1,2,0,0,0
S00180620,6,6,8,5,7,5,8,8,4,5,9,11,9,9,5,3,2,1,0,0,0
S00180621,10,7,12,9,15,16,8,11,15,11,19,7,14,9,16,5,4,3,1,0,0
S00180622,8,10,14,11,2,19,8,16,15,10,6,9,17,13,5,3,2,4,0,0,0
S00180623,2,8,9,8,8,12,6,11,6,5,14,13,17,12,7,5,4,4,0,0,0
S00180624,10,3,4,1,14,16,12,5,2,14,10,5,4,10,2,5,2,1,1,0,0
S00180625,3,3,7,7,8,7,9,5,13,8,21,8,9,4,3,1,3,0,2,0,0
S00180626,5,6,8,5,12,10,15,7,9,5,10,19,13,11,5,6,1,0,2,0,0
S00180627,10,12,8,11,10,7,12,12,5,8,9,13,16,8,6,5,3,0,0,0,0
S00180628,3,4,5,4,4,6,8,10,1,2,13,7,8,3,6,3,2,1,0,1,0
S00180629,10,21,29,14,2,5,13,14,12,12,16,9,6,6,8,1,5,1,0,0,0
S00180630,6,3,5,16,11,9,6,5,6,13,12,9,18,4,8,2,1,1,0,0,0
S00180631,6,6,3,2,7,24,18,10,11,9,4,4,3,3,1,6,0,0,0,0,0
S00180632,4,2,0,1,7,8,10,4,3,0,9,5,5,1,1,2,0,0,0,0,0
S00180633,2,2,0,2,6,11,2,4,6,6,6,8,1,3,2,0,0,0,0,0,0
S00180634,7,12,8,8,12,12,10,6,5,8,10,6,2,1,3,2,1,1,0,0,0
S00180635,7,4,2,4,3,5,10,13,5,7,15,2,16,15,2,6,0,0,1,1,0
S00180636,6,10,4,6,15,9,15,9,10,1,7,12,7,3,2,1,3,2,1,0,0
S00180637,3,5,4,9,0,3,5,5,5,4,13,3,5,4,5,9,3,0,0,0,0
S00180638,3,6,3,5,7,4,5,6,9,7,19,10,16,9,5,1,0,1,0,0,1
S00180639,0,0,0,1,5,4,2,1,2,3,1,4,0,10,15,6,6,6,4,1,0
S00180640,2,2,8,1,4,0,2,4,2,6,4,4,7,10,6,6,4,5,0,0,0
S00180641,7,7,7,5,6,3,6,9,6,3,7,5,4,9,13,6,5,0,0,0,0
S00180642,1,3,0,0,10,2,2,3,3,4,6,4,6,9,5,3,1,1,0,0,0
S00180643,0,2,1,2,4,5,3,2,2,4,8,4,2,9,6,7,11,6,2,1,0
S00180644,7,7,6,7,4,2,7,14,8,4,14,8,16,9,12,6,5,3,0,0,0
S00180645,3,8,8,3,7,12,6,11,7,10,9,12,9,7,9,5,1,0,0,0,0
S00180646,4,6,7,10,5,5,3,7,10,13,15,19,10,10,6,11,5,3,0,0,0
S00180647,9,15,8,6,7,10,9,16,9,8,13,7,11,6,10,8,3,1,1,0,0
S00180648,2,11,6,15,9,11,8,12,13,17,16,17,14,11,9,6,2,5,1,0,0
S00180649,6,5,9,2,2,1,12,7,3,7,8,6,5,5,5,1,0,0,0,0,0
S00180650,2,2,0,0,8,1,0,2,2,5,6,6,13,6,7,3,8,3,0,0,0
S00180651,3,2,1,2,3,3,6,5,8,2,3,4,7,3,3,10,4,2,0,0,0
S00180652,9,7,3,5,4,7,6,9,5,7,12,5,3,6,8,10,6,0,0,0,0
S00180653,5,7,11,13,12,6,8,6,9,12,12,9,10,0,11,4,3,1,0,0,0
S00180654,1,9,7,13,6,5,4,8,17,10,14,11,7,8,16,4,8,2,0,1,0
S00180655,2,5,3,2,5,2,1,8,5,4,9,8,2,6,4,3,5,0,4,2,0
S00180656,2,0,2,0,4,1,1,5,0,4,6,3,5,6,4,13,10,10,4,0,2
S00180657,8,16,8,4,4,5,6,10,4,6,8,4,3,1,8,2,0,1,2,0,0
S00180658,5,7,6,1,8,18,10,12,8,4,12,7,1,2,0,0,0,0,1,0,0
S00180659,2,3,5,6,7,2,6,5,2,1,13,17,17,5,8,5,3,4,3,0,0
S00180660,2,10,10,14,4,3,4,14,9,8,2,5,7,10,8,7,4,0,0,0,0
S00180661,9,7,5,6,5,6,7,10,3,9,12,5,2,8,3,4,3,0,0,0,0
S00180662,26,15,15,4,8,24,30,37,17,8,6,4,3,7,0,2,1,0,0,0,0
S00180663,0,3,6,7,7,3,7,4,2,6,4,8,7,7,7,6,3,4,2,0,0
S00180664,2,4,4,1,1,3,2,2,7,7,6,5,8,6,10,3,3,0,1,0,0
S00180665,9,8,6,13,11,14,18,8,8,11,22,15,5,8,9,9,1,1,0,0,0
S00180666,10,5,6,1,5,4,7,5,2,8,3,8,3,2,1,6,2,0,0,0,0
S00180667,6,7,11,11,12,10,9,10,11,13,5,10,10,5,7,4,1,1,0,0,0
S00180668,2,2,8,8,7,2,3,10,8,5,16,10,4,3,15,8,5,1,0,1,0
S00180669,7,6,2,5,2,8,8,9,3,3,9,8,4,11,10,5,4,0,0,0,0
S00180670,11,1,10,9,14,8,6,10,2,4,12,2,11,6,1,3,1,0,0,0,0
S00180671,2,8,8,6,2,2,6,7,6,4,5,10,8,1,3,6,2,1,0,0,0
S00180672,3,4,5,12,9,4,3,5,6,14,14,14,11,10,12,5,2,0,0,0,0
S00180673,5,4,13,12,16,7,2,8,19,7,5,8,15,6,3,1,0,0,0,0,0
S00180674,8,8,10,8,3,13,13,6,2,5,11,9,10,8,10,6,2,1,0,0,0
S00180675,11,0,11,7,9,11,7,5,9,8,12,4,3,1,4,5,4,0,0,0,0
S00180676,6,7,7,7,5,3,12,8,7,11,7,10,1,2,1,0,0,3,0,0,0
S00180677,3,0,1,2,9,14,9,8,1,9,9,3,11,2,5,0,0,0,0,0,0
S00180678,5,3,9,4,3,4,9,8,5,10,1,5,9,3,7,1,0,1,4,0,0
S00180679,5,8,6,6,11,8,5,12,12,18,19,5,5,11,4,2,0,0,0,0,0
S00180680,4,5,7,4,5,10,5,2,8,3,8,12,2,7,2,0,1,2,2,0,0
S00180681,1,2,3,0,2,2,4,3,1,11,1,7,8,6,4,6,1,2,0,0,0
S00180682,2,7,4,8,6,6,9,10,8,11,5,12,8,7,10,7,5,2,0,0,0
S00180683,2,8,11,7,7,4,3,6,6,7,10,10,3,0,8,5,1,0,0,0,0
S00180684,4,4,12,12,10,10,3,6,6,14,8,15,13,10,19,10,5,1,0,0,0
S00180685,6,8,9,18,13,20,11,11,16,25,21,23,16,9,4,2,2,1,0,0,0
S00180686,12,7,6,3,3,6,13,15,4,10,9,7,10,5,1,1,1,1,0,0,0
S00180687,10,11,12,9,7,4,8,12,9,14,15,16,5,10,4,4,0,0,0,0,0
S00180688,5,5,7,1,3,7,11,1,10,5,7,13,7,2,1,1,0,1,0,0,0
S00180689,3,11,16,11,13,11,15,8,15,12,13,5,9,7,3,1,0,0,0,0,0
S00180690,3,3,2,8,8,5,1,6,3,6,11,13,15,5,5,8,3,1,0,0,0
S00180691,4,8,6,5,13,1,11,6,6,15,11,3,7,11,5,5,1,0,0,0,0
S00180692,4,2,4,0,2,5,6,3,2,5,3,5,13,6,6,3,2,0,0,0,0
S00180693,15,8,8,3,3,12,36,24,10,5,8,2,2,3,0,0,0,0,0,0,0
S00180694,0,0,4,3,3,7,9,2,1,6,4,7,9,3,4,8,10,4,4,0,0
S00180695,8,13,13,3,7,7,5,16,7,10,12,15,8,9,4,7,1,1,0,0,0
S00180696,10,2,7,13,8,4,6,10,2,4,7,13,10,7,5,7,2,1,2,3,0
S00180697,9,8,0,5,17,10,10,5,3,2,3,7,4,3,2,0,3,0,0,0,0
S00180698,9,6,12,8,4,2,6,12,9,6,10,5,4,4,13,5,0,1,0,0,0
S00180699,11,8,11,7,13,9,8,9,6,8,16,23,13,9,4,8,4,1,1,2,0
S00180700,4,0,6,3,6,9,6,5,10,2,4,4,3,10,3,2,4,2,0,0,0
S00180701,8,7,6,8,5,9,9,7,12,8,8,9,8,6,3,3,3,2,0,0,0
S00180702,4,0,3,7,7,9,6,0,5,5,16,11,13,9,0,4,0,0,0,0,0
S00180703,6,2,6,8,6,13,5,5,7,12,10,19,13,11,18,8,5,4,3,0,0
S00180704,12,14,18,10,13,11,23,7,11,13,12,5,12,15,7,3,2,3,0,0,0
S00180705,1,2,1,2,3,7,12,2,5,8,11,6,13,4,6,4,3,3,5,1,0
S00180706,5,6,7,10,2,8,14,5,9,13,15,6,7,6,6,1,1,0,0,0,0
S00180707,8,7,20,15,13,6,4,11,5,13,5,7,8,9,6,11,3,3,0,0,0
S00180708,1,2,0,0,0,1,2,2,4,1,5,4,8,4,5,16,7,3,4,1,0
S00180709,2,3,4,2,9,10,9,6,5,6,9,8,2,5,2,5,4,3,0,0,0
S00180710,7,9,21,7,5,12,11,9,9,15,13,6,4,3,2,0,0,4,0,0,0
S00180711,5,13,6,10,5,1,5,1,14,10,14,12,9,5,4,0,2,0,0,0,0
S00180712,3,9,6,13,8,2,6,11,13,6,15,18,6,3,8,12,2,1,2,0,0
S00180713,1,6,11,10,3,2,2,1,15,8,8,9,2,3,4,0,1,4,0,0,0
S00180714,1,0,1,4,2,0,4,2,2,6,3,13,8,8,15,16,4,5,0,0,0
S00180715,7,10,18,9,5,4,6,17,7,11,5,4,6,5,5,5,3,4,1,0,0
S00180716,21,21,3,6,7,25,31,27,9,13,7,7,1,2,2,2,0,1,0,0,0
S00180717,2,14,17,17,10,6,4,9,19,12,10,6,11,3,7,4,1,4,0,0,0
S00180718,8,1,15,12,12,17,14,13,7,8,10,12,11,4,9,3,1,0,0,0,0
S00180719,18,7,12,4,9,19,16,20,11,6,5,5,2,1,0,0,0,0,0,0,0
S00180720,3,2,3,1,5,10,4,6,4,1,6,10,9,7,7,8,1,5,0,0,0
S00180721,4,7,6,6,9,9,7,14,2,6,10,7,12,4,2,4,2,1,0,0,0
S00180722,6,7,12,6,4,7,5,6,14,10,7,6,12,6,2,6,6,5,0,0,0
S00180723,1,2,11,4,2,1,8,4,4,6,11,6,9,7,3,3,1,0,0,0,0
S00180724,3,9,7,11,11,10,8,11,10,14,9,6,4,8,7,1,2,2,0,0,0
S00180725,5,6,4,1,4,8,15,10,5,6,8,5,0,8,2,6,0,4,0,0,0
S00180726,6,3,9,9,5,0,15,3,9,2,5,11,3,3,7,2,0,0,0,0,0
S00180727,1,11,13,6,7,11,5,5,11,8,6,15,8,5,5,2,3,1,0,0,0
S00180728,3,11,18,15,3,3,6,4,22,12,19,10,16,0,1,2,0,0,0,0,0
S00180729,5,3,0,6,15,3,3,3,0,10,11,13,11,9,5,1,2,2,0,0,0
S00180730,2,0,0,0,2,1,6,2,2,1,3,13,4,10,5,15,8,2,1,0,0
S00180731,4,4,7,1,4,4,4,10,6,6,3,7,8,6,2,12,2,3,0,0,0
S00180732,3,11,8,4,4,1,5,4,7,12,6,9,7,0,6,12,12,7,2,2,0
S00180733,7,9,9,13,9,7,8,13,12,17,8,21,11,3,5,1,0,0,0,0,0
S00180734,17,20,14,19,10,5,12,17,20,23,18,13,6,9,9,7,9,13,5,2,0
S00180735,23,26,17,8,3,2,13,36,25,27,9,6,5,12,4,3,0,1,0,0,0
S00180736,4,5,11,4,1,6,4,7,5,3,7,0,2,5,1,1,1,1,0,0,0
S00180737,7,8,15,10,2,5,12,12,5,4,13,9,2,9,9,3,5,4,3,3,0
S00180738,5,12,12,8,6,4,18,24,11,9,23,11,7,3,12,7,11,1,0,0,0
S00180739,9,8,11,13,3,15,5,9,11,13,27,13,15,13,7,5,2,0,0,1,0
S00180740,5,3,9,1,0,5,3,5,3,8,3,6,4,5,7,6,5,2,0,0,0
S00180741,4,7,1,5,6,7,4,0,4,6,5,9,5,1,0,2,1,0,0,0,0
S00180742,8,11,11,8,4,17,8,6,5,8,6,4,10,5,2,1,3,1,0,0,0
S00180743,0,0,2,1,5,3,4,6,1,6,3,6,9,9,6,9,7,4,2,0,0
S00180744,4,9,5,6,2,4,5,7,1,3,7,1,6,2,1,4,2,0,1,0,0
S00180745,0,2,4,12,4,3,3,8,3,2,10,2,4,7,3,1,0,1,2,0,0
S00180746,5,9,6,5,5,6,13,12,6,3,6,10,7,1,5,0,4,1,0,0,0
S00180747,5,2,3,3,24,24,15,2,7,10,6,2,3,1,3,1,1,0,0,0,0
S00180748,4,13,4,7,1,9,7,10,12,11,6,12,9,4,3,7,5,1,0,0,0
S00180749,8,12,19,10,2,7,9,10,15,11,13,17,7,5,9,3,1,0,0,0,0
S00180750,10,12,11,7,11,5,8,10,7,11,10,1,7,3,1,5,0,0,0,0,0
S00180751,1,4,8,8,0,3,7,3,5,6,6,8,9,5,1,2,4,5,0,0,0
S00180752,1,2,4,4,4,2,0,7,4,1,3,3,6,1,5,3,3,7,4,0,0
S00180753,2,2,3,5,3,3,5,8,5,2,13,14,17,15,11,7,8,1,3,0,0
S00180754,6,8,14,10,2,2,7,6,6,6,6,3,1,3,2,0,0,1,0,0,0
S00180755,4,2,7,9,16,22,13,1,9,5,16,2,1,0,4,0,0,0,0,0,0
S00180756,8,5,6,6,6,10,3,14,1,9,7,6,10,10,2,2,7,7,0,0,0
S00180757,3,2,7,9,5,7,7,5,7,4,11,11,1,1,3,1,0,0,0,0,0
S00180758,4,5,5,1,1,6,3,4,1,7,12,9,8,2,8,12,2,3,2,2,0
S00180759,6,3,3,3,7,7,4,7,3,13,7,9,6,6,8,11,16,8,6,1,0
S00180760,15,5,3,1,8,2,15,10,6,6,5,6,2,4,3,0,0,0,0,0,0
S00180761,7,13,15,15,8,9,18,14,19,9,15,7,5,11,12,9,2,0,1,0,0
S00180762,6,5,8,6,4,5,3,3,14,4,6,13,15,16,13,10,12,3,5,0,0
S00180763,3,7,4,5,1,5,11,7,4,11,13,17,13,8,8,6,2,1,2,0,0
S00180764,6,6,14,8,5,8,8,10,8,15,17,16,10,5,7,5,1,0,0,0,0
S00180765,5,6,6,5,9,7,5,3,2,17,0,7,8,5,1,1,2,3,0,0,0
S00180766,6,9,8,2,2,7,10,8,5,1,5,9,5,8,6,2,2,6,1,0,0
S00180767,3,4,11,7,10,7,7,6,7,8,5,7,5,1,3,2,1,1,0,0,0
S00180768,6,14,16,7,8,5,16,12,14,12,9,14,7,3,4,3,2,7,0,0,0
S00180769,11,8,9,6,10,4,11,6,0,5,4,2,2,1,1,4,1,2,0,0,0
S00180770,5,9,11,10,4,3,7,7,13,4,8,6,1,1,1,0,1,0,0,0,0
S00180771,15,29,10,5,10,7,23,20,22,8,6,7,3,4,2,1,1,0,0,1,0
S00180772,4,13,15,17,11,13,7,17,10,11,14,13,8,13,3,5,5,1,1,0,0
S00180773,12,3,9,8,14,3,11,8,6,4,2,9,10,3,1,0,1,0,0,0,0
S00180774,4,8,12,7,5,6,9,7,14,10,18,14,4,8,3,4,2,0,0,0,0
S00180775,7,3,6,4,10,14,17,11,7,10,9,6,9,4,4,0,1,0,0,0,0
S00180776,4,8,13,17,9,6,10,8,14,11,12,9,8,6,5,3,2,0,0,0,0
S00180777,9,5,6,9,3,7,11,3,9,7,7,15,4,8,2,3,4,1,1,0,0
S00180778,5,3,5,10,3,0,3,5,2,5,6,11,9,11,12,4,5,2,1,0,0
S00180779,13,14,17,16,14,10,22,25,17,10,19,17,8,5,0,0,0,0,0,0,0
S00180780,2,4,11,23,14,6,2,9,5,14,40,35,16,16,4,5,4,2,0,0,0
S00180781,3,5,10,15,15,13,8,4,10,16,27,29,17,17,3,2,1,0,1,0,0
S00180782,5,12,5,25,9,6,9,10,14,4,12,9,4,10,3,2,0,2,0,0,0
S00180783,8,9,21,17,18,7,6,13,11,17,4,7,8,0,2,2,0,0,0,0,0
S00180784,3,4,14,6,5,6,10,8,5,5,5,3,11,4,12,6,3,8,1,0,0
S00180785,3,4,3,3,10,8,2,8,7,6,7,4,3,5,2,2,3,1,0,0,1
S00180786,6,6,13,4,4,5,13,5,11,4,14,8,4,3,3,1,0,1,0,0,0
S00180787,11,10,1,3,4,6,9,6,9,5,4,5,1,0,0,2,0,0,0,0,0
S00180788,34,17,3,6,3,5,26,28,14,6,9,1,5,2,1,1,0,0,0,0,0
S00180789,7,9,12,4,2,4,7,7,12,7,14,13,10,14,4,7,4,2,0,0,0
S00180790,4,17,20,10,16,8,9,13,17,14,14,13,10,17,6,2,2,3,1,0,0
S00180791,8,3,2,1,3,6,5,4,4,1,10,5,4,4,5,1,0,0,0,0,0
S00180792,1,0,0,0,1,0,0,4,0,0,0,0,4,9,12,10,14,5,8,0,0
S00180793,3,6,5,18,14,14,9,6,7,12,12,21,7,4,3,5,5,0,0,0,0
S00180794,22,12,5,1,6,23,46,15,11,2,4,5,2,0,0,1,0,0,0,0,0
