oa_code_2021,white_total,asian_asian_scottish_or_asian_british_total,african_total,caribbean_or_black_total,other_ethnic_groups_total
S00136220,68,19,17,0,1
S00136221,58,8,3,0,0
S00136222,60,0,0,0,0
S00136223,149,24,0,1,9
S00136224,64,6,12,0,0
S00136225,99,4,3,0,2
S00136226,98,4,0,0,0
S00136227,60,17,4,0,0
S00136228,160,18,4,0,0
S00136229,99,0,1,1,0
S00136230,85,6,0,0,3
S00136231,100,1,1,1,0
S00136232,114,30,7,0,1
S00136233,55,3,7,0,3
S00136234,90,3,3,0,1
S00136235,45,7,6,0,4
S00136236,386,21,25,3,6
S00136237,115,21,8,0,10
S00136238,103,4,19,0,2
S00136239,246,31,18,0,6
S00136240,103,1,0,0,0
S00136241,64,2,0,0,4
S00136242,88,10,3,2,5
S00136243,57,10,6,0,8
S00136244,125,12,0,1,0
S00136245,446,59,54,0,19
S00136246,63,10,2,1,0
S00136247,122,4,0,0,0
S00136248,109,12,6,0,0
S00136249,91,0,0,0,0
S00136250,71,23,0,0,0
S00136251,71,24,14,0,0
S00136252,78,5,5,1,1
S00136253,46,13,8,5,0
S00136254,100,12,7,5,9
S00136255,94,8,4,2,0
S00136256,97,0,7,0,0
S00136257,85,2,22,0,2
S00136258,97,6,2,0,2
S00136259,201,44,0,0,2
S00136260,67,3,0,0,0
S00136261,79,11,10,0,0
S00136262,93,9,1,0,0
S00136263,79,5,4,0,0
S00136264,72,7,24,2,0
S00136265,78,25,1,1,2
S00136266,85,1,0,0,0
S00136267,67,19,6,0,2
S00136268,109,7,0,0,2
S00136269,78,8,5,0,0
S00136270,62,8,8,0,2
S00136271,102,16,1,0,0
S00136272,113,8,0,0,0
S00136273,70,0,0,0,0
S00136274,89,3,0,0,1
S00136275,104,2,15,2,0
S00136276,92,6,9,0,0
S00136277,60,5,0,0,0
S00136278,85,7,6,0,0
S00136279,47,1,3,0,8
S00136280,87,18,1,0,0
S00136281,111,4,3,0,3
S00136282,59,0,1,0,0
S00136283,51,6,8,0,4
S00136284,105,5,31,0,5
S00136285,93,0,11,2,0
S00136286,100,0,0,1,0
S00136287,80,1,1,0,0
S00136288,107,22,0,0,5
S00136289,162,3,1,4,7
S00136290,138,1,2,1,0
S00136291,64,15,16,0,5
S00136292,119,0,0,0,0
S00136293,78,3,0,0,6
S00136294,90,0,0,0,0
S00136295,60,22,2,0,0
S00136296,68,9,3,0,0
S00136297,104,7,0,1,0
S00136298,119,7,3,1,2
S00136299,117,14,0,0,0
S00136300,94,0,1,0,5
S00136301,102,22,6,3,4
S00136302,90,26,5,0,9
S00136303,115,6,1,0,1
S00136304,67,3,6,0,6
S00136305,89,8,24,0,11
S00136306,81,7,0,0,0
S00136307,83,7,4,0,22
S00136308,144,12,9,0,14
S00136309,88,34,10,1,9
S00136310,124,28,19,0,7
S00136311,77,16,5,0,9
S00136312,102,5,9,0,2
S00136313,61,10,4,1,2
S00136314,78,3,4,0,0
S00136315,65,9,0,0,6
S00136316,74,9,10,0,5
S00136317,99,10,2,0,0
S00136318,85,10,0,0,0
S00136319,69,6,0,0,0
S00136320,54,5,0,0,2
S00136321,65,15,14,0,3
S00136322,73,0,0,0,0
S00136323,106,3,0,0,0
S00136324,44,15,11,1,4
S00136325,130,9,0,0,2
S00136326,65,13,3,0,1
S00136327,62,4,0,0,0
S00136328,59,0,1,0,0
S00136329,105,3,0,0,0
S00136330,101,17,10,0,13
S00136331,63,9,2,0,2
S00136332,91,10,0,0,0
S00136333,296,34,67,0,12
S00136334,101,8,2,0,2
S00136335,23,33,27,0,0
S00136336,99,1,8,0,0
S00136337,107,16,4,2,0
S00136338,76,8,12,0,0
S00136339,86,10,6,2,0
S00136340,80,1,2,0,0
S00136341,44,7,4,0,4
S00136342,63,4,2,0,5
S00136343,92,7,10,0,1
S00136344,43,11,4,0,3
S00136345,98,4,4,0,5
S00136346,83,3,0,0,1
S00136347,66,4,0,0,0
S00136348,118,3,0,0,0
S00136349,76,5,12,1,5
S00136350,74,13,1,0,0
S00136351,109,0,0,0,0
S00136352,63,0,0,0,2
S00136353,125,4,1,1,0
S00136354,81,0,0,0,1
S00136355,77,8,20,0,1
S00136356,38,2,14,1,4
S00136357,79,15,1,1,0
S00136358,84,10,31,1,3
S00136359,67,10,0,0,2
S00136360,63,10,7,0,0
S00136361,41,15,13,0,0
S00136362,84,12,2,0,24
S00136363,72,14,0,0,0
S00136364,61,10,0,0,7
S00136365,154,1,1,0,2
S00136366,111,2,8,0,4
S00136367,71,11,4,0,0
S00136368,65,6,2,0,0
S00136369,124,0,2,0,1
S00136370,100,18,32,1,8
S00136371,67,0,3,0,2
S00136372,103,9,0,0,0
S00136373,93,6,12,0,0
S00136374,130,27,0,2,0
S00136375,116,28,0,0,1
S00136376,101,9,0,0,0
S00136377,64,10,0,0,0
S00136378,74,8,5,0,3
S00136379,59,18,20,0,0
S00136380,104,11,0,0,0
S00136381,53,4,15,0,1
S00136382,75,43,4,0,1
S00136383,83,15,3,0,0
S00136384,68,4,2,0,0
S00136385,83,10,8,0,8
S00136386,84,2,0,0,0
S00136387,100,16,5,1,6
S00136388,60,14,6,1,0
S00136389,124,10,5,0,7
S00136390,77,5,6,1,0
S00136391,84,0,0,0,4
S00136392,62,10,0,0,2
S00136393,67,0,0,0,0
S00136394,74,6,0,0,0
S00136395,162,9,2,0,5
S00136396,58,5,3,0,0
S00136397,123,9,2,0,2
S00136398,69,4,0,0,3
S00136399,61,7,2,0,0
S00136400,76,0,0,0,0
S00136401,73,11,7,0,0
S00136402,93,16,0,0,1
S00136403,114,4,16,0,0
S00136404,45,23,1,0,4
S00136405,75,9,15,0,1
S00136406,67,5,9,0,0
S00136407,72,18,0,0,0
S00136408,138,12,2,0,21
S00136409,89,16,2,0,0
S00136410,146,6,3,0,0
S00136411,50,21,1,0,0
S00136412,51,2,8,0,0
S00136413,55,8,5,0,4
S00136414,121,1,2,0,0
S00136415,85,4,2,0,2
S00136416,136,4,4,0,0
S00136417,75,4,8,0,2
S00136418,79,5,0,0,6
S00136419,93,23,0,0,0
S00136420,76,8,0,0,2
S00136421,58,5,0,0,0
S00136422,142,18,2,0,6
S00136423,94,12,0,0,0
S00136424,60,41,8,0,19
S00136425,75,7,11,1,5
S00136426,56,5,9,1,4
S00136427,78,2,2,0,7
S00136428,108,0,1,0,2
S00136429,130,0,5,0,7
S00136430,69,7,0,2,0
S00136431,142,9,0,0,0
S00136432,78,13,14,1,2
S00136433,104,4,0,0,0
S00136434,58,5,1,0,1
S00136435,64,10,4,0,0
S00136436,66,7,41,0,0
S00136437,97,28,32,0,19
S00136438,95,7,35,0,2
S00136439,133,4,14,0,2
S00136440,49,21,3,0,0
S00136441,77,1,18,0,0
S00136442,68,3,12,0,2
S00136443,68,10,0,0,0
S00136444,83,3,4,0,0
S00136445,94,1,1,0,0
S00136446,100,21,0,0,0
S00136447,75,9,6,0,4
S00136448,60,1,0,0,0
S00136449,85,11,12,0,6
S00136450,73,0,0,0,0
S00136451,90,6,7,0,4
S00136452,94,0,0,0,0
S00136453,85,1,6,0,0
S00136454,47,9,0,0,7
S00136455,111,3,0,0,2
S00136456,79,19,0,0,2
S00136457,75,4,10,1,5
S00136458,92,11,6,1,0
S00136459,40,9,8,1,4
S00136460,64,10,7,3,2
S00136461,144,12,4,0,4
S00136462,75,5,0,0,0
S00136463,148,16,0,0,5
S00136464,72,0,2,0,0
S00136465,90,0,1,0,0
S00136466,62,2,6,0,8
S00136467,95,0,0,0,0
S00136468,152,8,0,1,1
S00136469,79,9,0,1,0
S00136470,93,3,0,0,0
S00136471,54,7,10,0,5
S00136472,50,6,3,0,6
S00136473,40,12,18,0,0
S00136474,70,7,0,0,1
S00136475,88,4,0,0,2
S00136476,70,2,0,0,0
S00136477,74,6,2,0,3
S00136478,51,8,0,0,8
S00136479,100,12,7,0,3
S00136480,91,8,3,0,0
S00136481,69,6,0,0,8
S00136482,132,0,3,0,0
S00136483,84,4,8,0,0
S00136484,92,11,8,0,3
S00136485,80,13,7,0,1
S00136486,65,3,32,1,2
S00136487,69,3,0,0,15
S00136488,65,7,12,0,0
S00136489,55,2,8,2,3
S00136490,103,2,0,0,0
S00136491,61,5,6,0,14
S00136492,97,5,2,0,1
S00136493,88,13,9,0,7
S00136494,163,11,2,0,2
S00136495,54,4,8,0,10
S00136496,84,0,0,0,0
S00136497,51,5,41,0,1
S00136498,71,10,4,0,4
S00136499,122,4,1,0,0
S00136500,95,10,3,0,0
S00136501,71,5,1,0,0
S00136502,102,12,5,0,15
S00136503,65,13,8,0,1
S00136504,101,10,4,1,0
S00136505,131,0,0,0,1
S00136506,94,4,6,4,0
S00136507,87,4,1,0,5
S00136508,113,10,2,1,7
S00136509,153,0,4,0,0
S00136510,65,6,14,0,10
S00136511,68,5,0,0,0
S00136512,40,6,10,0,1
S00136513,129,0,0,0,0
S00136514,164,14,0,0,0
S00136515,98,4,1,0,0
S00136516,64,9,30,0,5
S00136517,85,13,0,0,0
S00136518,108,17,53,3,11
S00136519,93,4,0,0,1
S00136520,177,5,1,0,1
S00136521,75,3,14,0,9
S00136522,97,5,1,0,0
S00136523,106,2,0,0,0
S00136524,70,5,6,0,0
S00136525,88,5,4,1,1
S00136526,52,6,13,7,0
S00136527,90,10,2,0,4
S00136528,53,4,2,0,0
S00136529,82,2,0,1,2
S00136530,102,0,0,0,0
S00136531,81,0,2,0,0
S00136532,130,9,5,0,6
S00136533,93,0,0,0,1
S00136534,85,12,5,0,11
S00136535,45,4,9,6,2
S00136536,61,14,17,1,1
S00136537,90,2,9,0,3
S00136538,34,4,93,2,4
S00136539,98,11,0,0,0
S00136540,55,6,4,0,1
S00136541,88,3,0,0,2
S00136542,58,6,0,1,5
S00136543,122,9,0,0,3
S00136544,39,13,5,3,6
S00136545,102,0,0,0,2
S00136546,63,0,8,0,0
S00136547,58,14,5,0,4
S00136548,97,3,0,0,0
S00136549,86,5,17,0,6
S00136550,88,25,6,1,2
S00136551,81,11,11,0,4
S00136552,109,1,0,0,0
S00136553,78,10,0,0,1
S00136554,71,1,8,0,7
S00136555,83,8,1,3,0
S00136556,64,0,0,0,0
S00136557,60,2,24,0,2
S00136558,86,5,6,0,5
S00136559,67,0,0,0,0
S00136560,74,6,0,1,0
S00136561,76,3,0,0,0
S00136562,69,4,5,0,0
S00136563,57,3,5,0,0
S00136564,135,4,0,0,3
S00136565,124,4,0,0,1
S00136566,101,0,0,0,0
S00136567,88,5,9,0,8
S00136568,72,0,13,5,4
S00136569,92,0,1,0,0
S00136570,52,0,13,0,0
S00136571,67,2,1,0,1
S00136572,52,5,3,1,2
S00136573,80,1,2,2,2
S00136574,91,4,1,0,0
S00136575,62,9,0,0,0
S00136576,79,8,3,0,3
S00136577,87,0,0,0,0
S00136578,95,2,11,0,4
S00136579,57,3,19,0,8
S00136580,94,23,6,0,0
S00136581,54,3,4,1,2
S00136582,136,12,0,2,2
S00136583,56,10,0,1,3
S00136584,58,2,6,0,0
S00136585,127,4,3,0,0
S00136586,54,1,8,0,6
S00136587,46,5,8,1,2
S00136588,76,14,7,0,1
S00136589,59,3,3,0,1
S00136590,86,11,3,0,3
S00136591,99,8,0,0,12
S00136592,178,10,0,3,1
S00136593,115,7,11,0,3
S00136594,96,8,1,2,0
S00136595,81,1,12,0,2
S00136596,52,4,10,0,0
S00136597,76,8,0,0,2
S00136598,71,2,13,0,0
S00136599,69,1,7,2,4
S00136600,79,2,21,0,2
S00136601,67,3,0,0,2
S00136602,134,5,0,0,0
S00136603,98,10,2,0,4
S00136604,65,1,0,0,1
S00136605,132,12,8,0,3
S00136606,85,4,16,0,1
S00136607,58,1,5,0,11
S00136608,286,17,6,1,4
S00136609,85,16,4,0,1
S00136610,68,14,9,0,0
S00136611,67,8,8,1,1
S00136612,51,2,16,4,0
S00136613,59,3,1,0,0
S00136614,53,2,12,0,13
S00136615,76,3,9,0,1
S00136616,136,8,4,0,1
S00136617,50,5,0,0,5
S00136618,70,1,7,0,1
S00136619,54,0,3,1,0
S00136620,106,5,0,0,1
S00136621,107,21,0,1,0
S00136622,91,16,8,0,10
S00136623,49,1,14,0,2
S00136624,109,0,0,0,4
S00136625,51,2,3,1,0
S00136626,91,5,1,0,0
S00136627,97,9,13,0,0
S00136628,104,3,0,0,0
S00136629,66,3,6,0,0
S00136630,92,3,6,1,2
S00136631,71,2,5,0,1
S00136632,56,4,6,0,0
S00136633,91,0,0,0,2
S00136634,52,5,14,0,4
S00136635,67,16,4,0,0
S00136636,105,22,4,0,0
S00136637,192,10,0,0,0
S00136638,103,18,0,0,1
S00136639,64,5,11,2,1
S00136640,60,0,6,0,1
S00136641,94,13,1,0,1
S00136642,87,2,6,3,0
S00136643,64,0,4,0,0
S00136644,62,6,0,0,8
S00136645,83,0,3,0,0
S00136646,73,15,16,0,0
S00136647,94,16,6,4,6
S00136648,73,8,0,2,0
S00136649,80,20,7,0,1
S00136650,127,0,4,0,0
S00136651,70,1,8,0,0
S00136652,72,3,4,1,1
S00136653,43,10,5,0,6
S00136654,86,17,10,0,0
S00136655,101,3,7,0,2
S00136656,66,10,3,0,1
S00136657,90,18,4,1,0
S00136658,74,4,13,0,0
S00136659,70,25,7,0,5
S00136660,92,5,2,0,0
S00136661,69,2,4,0,4
S00136662,66,12,5,0,0
S00136663,132,0,9,4,6
S00136664,85,0,0,0,8
S00136665,85,4,1,0,4
S00136666,104,0,3,2,0
S00136667,53,0,8,0,4
S00136668,68,8,3,0,1
S00136669,87,0,0,2,1
S00136670,140,16,8,2,0
S00136671,45,25,0,1,6
S00136672,62,0,3,0,1
S00136673,74,4,2,1,4
S00136674,60,3,6,0,6
S00136675,140,1,0,0,0
S00136676,76,6,0,0,0
S00136677,144,11,5,0,4
S00136678,124,5,0,0,0
S00136679,128,11,0,0,0
S00136680,124,12,3,2,2
S00136681,91,10,13,3,4
S00136682,104,2,1,0,3
S00136683,100,0,4,0,0
S00136684,43,9,18,0,1
S00136685,100,8,6,0,3
S00136686,72,2,4,0,0
S00136687,126,2,0,0,1
S00136688,135,7,6,5,0
S00136689,79,2,4,0,1
S00136690,62,0,2,0,0
S00136691,135,0,0,0,1
S00136692,103,1,0,0,0
S00136693,65,1,9,0,4
S00136694,112,9,0,0,2
S00136695,98,0,5,0,0
S00136696,102,4,9,0,2
S00136697,127,5,0,0,3
S00136698,62,3,5,4,1
S00136699,84,5,0,0,0
S00136700,103,0,0,0,0
S00136701,76,0,0,0,0
S00136702,81,0,0,0,5
S00136703,97,11,10,0,1
S00136704,84,8,5,0,0
S00136705,71,0,0,0,1
S00136706,51,4,18,0,4
S00136707,78,3,0,0,0
S00136708,82,4,0,0,0
S00136709,153,0,11,0,1
S00136710,100,4,4,0,1
S00136711,101,3,0,0,1
S00136712,151,4,5,0,0
S00136713,73,6,4,0,2
S00136714,74,0,0,0,0
S00136715,133,1,5,0,1
S00136716,156,6,19,0,4
S00136717,59,7,11,0,4
S00136718,105,7,0,0,2
S00136719,99,0,12,0,0
S00136720,78,5,10,2,3
S00136721,112,2,2,0,3
S00136722,80,14,7,0,5
S00136723,102,2,3,0,2
S00136724,107,7,4,0,0
S00136725,70,2,0,0,1
S00136726,69,4,6,0,0
S00136727,80,0,9,0,0
S00136728,79,0,3,0,1
S00136729,131,0,0,2,1
S00136730,57,8,5,0,0
S00136731,112,14,5,0,0
S00136732,55,4,5,0,2
S00136733,114,21,5,0,3
S00136734,87,5,7,0,3
S00136735,111,10,0,0,0
S00136736,90,4,0,0,0
S00136737,101,0,0,0,0
S00136738,61,3,13,2,2
S00136739,77,0,0,0,1
S00136740,136,0,0,0,0
S00136741,62,0,5,0,1
S00136742,137,0,0,0,0
S00136743,57,7,0,0,0
S00136744,95,0,4,0,0
S00136745,143,6,0,0,5
S00136746,132,0,9,0,0
S00136747,89,0,5,0,0
S00136748,99,3,0,0,0
S00136749,124,6,0,0,3
S00136750,71,4,1,0,0
S00136751,81,6,0,0,12
S00136752,97,0,14,4,0
S00136753,128,5,0,0,0
S00136754,85,3,0,0,4
S00136755,104,2,2,1,0
S00136756,89,4,5,0,0
S00136757,84,0,0,0,2
S00136758,73,0,3,0,5
S00136759,61,0,0,0,0
S00136760,98,0,0,0,0
S00136761,82,0,2,2,0
S00136762,89,4,5,0,5
S00136763,60,0,5,0,0
S00136764,110,6,0,0,0
S00136765,89,6,17,0,1
S00136766,85,9,0,2,2
S00136767,84,5,4,0,5
S00136768,148,0,11,0,7
S00136769,89,9,0,2,0
S00136770,81,0,5,0,0
S00136771,118,0,0,0,1
S00136772,78,7,4,0,0
S00136773,113,15,2,0,0
S00136774,77,7,0,0,0
S00136775,74,0,27,1,2
S00136776,160,10,2,0,3
S00136777,83,2,0,0,0
S00136778,84,0,2,0,1
S00136779,93,5,3,0,3
S00136780,93,1,0,0,0
S00136781,102,2,0,0,1
S00136782,142,1,0,0,0
S00136783,67,3,16,2,9
S00136784,53,1,8,0,0
S00136785,104,14,4,1,4
S00136786,169,4,0,0,1
S00136787,128,0,0,0,0
S00136788,77,0,0,0,6
S00136789,156,3,2,0,0
S00136790,137,12,13,0,0
S00136791,115,1,10,0,4
S00136792,67,12,0,0,0
S00136793,94,9,1,0,1
S00136794,147,0,5,2,1
S00136795,90,15,0,1,0
S00136796,113,4,4,0,0
S00136797,74,4,20,1,0
S00136798,115,1,0,0,0
S00136799,53,0,7,0,0
S00136800,111,0,0,0,0
S00136801,67,4,3,0,3
S00136802,68,0,4,0,0
S00136803,142,2,7,0,6
S00136804,119,4,2,0,8
S00136805,127,0,0,0,0
S00136806,64,7,0,0,0
S00136807,85,4,0,0,1
S00136808,127,2,0,0,1
S00136809,149,0,3,0,0
S00136810,180,0,0,0,0
S00136811,124,3,0,0,3
S00136812,72,6,11,5,0
S00136813,75,0,4,0,0
S00136814,119,1,2,0,0
S00136815,118,6,2,0,0
S00136816,78,0,0,2,0
S00136817,88,6,11,0,0
S00136818,71,0,4,0,0
S00136819,77,1,3,0,2
S00136820,79,4,5,0,0
S00136821,71,0,12,0,4
S00136822,60,8,16,1,6
S00136823,66,1,0,0,0
S00136824,104,4,0,0,0
S00136825,91,5,0,0,1
S00136826,90,1,2,0,0
S00136827,122,6,0,0,6
S00136828,98,5,10,0,1
S00136829,117,0,6,0,0
S00136830,97,13,9,0,4
S00136831,92,4,1,0,0
S00136832,152,6,2,0,1
S00136833,99,0,1,0,2
S00136834,89,2,7,0,6
S00136835,146,9,0,1,5
S00136836,99,2,9,1,0
S00136837,111,7,5,0,0
S00136838,84,7,2,0,1
S00136839,70,0,0,0,4
S00136840,98,0,0,0,0
S00136841,154,12,3,1,8
S00136842,79,4,1,0,4
S00136843,66,23,14,0,0
S00136844,119,8,1,0,0
S00136845,105,0,3,3,0
S00136846,100,2,0,0,0
S00136847,83,3,0,0,0
S00136848,72,0,4,0,0
S00136849,104,8,0,0,0
S00136850,65,1,7,1,0
S00136851,83,9,0,0,0
S00136852,59,3,0,0,0
S00136853,77,6,3,0,0
S00136854,122,10,6,0,1
S00136855,58,3,0,0,1
S00136856,96,0,3,0,0
S00136857,68,4,0,0,0
S00136858,132,2,0,0,0
S00136859,72,4,1,2,0
S00136860,113,3,0,0,0
S00136861,100,0,8,1,4
S00136862,56,0,5,1,0
S00136863,94,0,0,0,0
S00136864,81,2,3,0,0
S00136865,93,3,0,0,6
S00136866,71,5,2,0,0
S00136867,101,1,0,0,5
S00136868,98,6,3,0,0
S00136869,106,0,2,0,0
S00136870,92,7,9,1,0
S00136871,64,0,0,0,0
S00136872,135,0,0,0,5
S00136873,105,4,3,0,0
S00136874,92,4,0,0,22
S00136875,100,0,0,0,0
S00136876,131,0,6,0,4
S00136877,85,2,2,0,0
S00136878,86,5,1,0,0
S00136879,54,9,0,0,2
S00136880,131,10,1,0,4
S00136881,137,5,1,0,0
S00136882,70,16,5,0,3
S00136883,119,13,2,0,0
S00136884,100,7,0,0,0
S00136885,174,5,2,0,2
S00136886,60,0,0,0,0
S00136887,88,7,5,0,0
S00136888,60,0,0,0,0
S00136889,90,7,0,0,0
S00136890,124,4,0,0,0
S00136891,56,6,13,0,0
S00136892,112,2,0,0,0
S00136893,79,1,2,0,0
S00136894,50,2,5,0,5
S00136895,146,9,2,0,2
S00136896,72,0,5,0,0
S00136897,100,15,5,0,0
S00136898,60,1,1,0,0
S00136899,83,3,0,0,2
S00136900,134,0,19,0,0
S00136901,83,0,0,0,0
S00136902,127,9,0,0,5
S00136903,77,6,23,0,1
S00136904,62,15,0,1,0
S00136905,78,4,5,0,0
S00136906,65,6,6,0,0
S00136907,87,13,4,0,5
S00136908,145,5,0,0,0
S00136909,83,3,0,0,1
S00136910,145,14,0,0,2
S00136911,109,5,0,0,1
S00136912,65,2,0,0,0
S00136913,98,4,0,1,0
S00136914,139,23,10,0,0
S00136915,70,0,3,0,0
S00136916,124,2,0,0,4
S00136917,135,5,4,1,1
S00136918,98,5,7,0,1
S00136919,146,3,2,0,0
S00136920,77,0,3,0,0
S00136921,135,0,0,0,0
S00136922,91,0,0,0,0
S00136923,155,3,0,2,1
S00136924,83,15,2,0,0
S00136925,61,0,5,0,0
S00136926,102,0,0,0,4
S00136927,95,7,0,0,4
S00136928,114,0,0,0,3
S00136929,74,0,0,0,0
S00136930,73,7,7,0,0
S00136931,100,0,6,0,2
S00136932,225,22,16,2,10
S00136933,119,7,1,0,0
S00136934,113,2,0,0,0
S00136935,80,0,0,0,3
S00136936,86,0,0,1,0
S00136937,96,4,0,0,0
S00136938,126,3,0,0,10
S00136939,149,12,0,1,1
S00136940,166,11,0,2,5
S00136941,152,0,0,0,1
S00136942,64,0,2,0,1
S00136943,80,7,0,0,2
S00136944,109,5,4,0,0
S00136945,83,2,0,0,3
S00136946,83,1,0,0,0
S00136947,81,0,5,0,0
S00136948,146,5,0,0,0
S00136949,150,0,10,0,0
S00136950,156,0,0,0,0
S00136951,84,4,1,0,3
S00136952,105,2,0,2,0
S00136953,181,4,4,0,0
S00136954,134,4,0,0,0
S00136955,111,0,5,3,0
S00136956,117,1,5,0,0
S00136957,61,2,4,0,4
S00136958,226,7,2,0,0
S00136959,91,5,1,2,0
S00136960,106,2,6,0,4
S00136961,77,12,11,0,0
S00136962,52,19,7,0,0
S00136963,82,14,11,0,2
S00136964,97,2,0,0,0
S00136965,97,1,11,1,0
S00136966,129,1,4,0,1
S00136967,90,2,0,0,1
S00136968,142,14,1,0,0
S00136969,75,6,15,0,8
S00136970,85,12,10,0,0
S00136971,161,20,15,0,6
S00136972,84,19,5,0,6
S00136973,92,2,33,0,6
S00136974,64,7,21,0,3
S00136975,89,9,12,1,2
S00136976,115,2,0,0,0
S00136977,111,0,15,0,1
S00136978,122,11,0,0,2
S00136979,157,28,0,0,8
S00136980,121,12,11,0,4
S00136981,90,2,0,0,1
S00136982,103,0,0,0,4
S00136983,137,6,0,0,1
S00136984,161,15,0,0,9
S00136985,114,0,5,0,0
S00136986,125,2,17,0,15
S00136987,82,2,0,0,0
S00136988,80,4,14,0,0
S00136989,83,8,5,0,0
S00136990,125,4,5,0,5
S00136991,115,5,37,0,0
S00136992,89,0,6,0,1
S00136993,138,16,6,0,2
S00136994,63,0,0,0,0
S00136995,101,5,40,0,0
S00136996,75,7,4,0,0
S00136997,83,6,4,0,0
S00136998,167,47,7,0,8
S00136999,113,0,1,1,0
S00137000,51,6,2,0,7
S00137001,100,7,32,2,21
S00137002,92,3,1,1,0
S00137003,111,2,3,0,0
S00137004,60,12,17,0,0
S00137005,71,1,6,0,0
S00137006,101,10,23,0,4
S00137007,99,2,3,0,3
S00137008,89,13,8,0,0
S00137009,127,0,0,0,0
S00137010,127,9,5,0,2
S00137011,118,2,57,0,0
S00137012,154,19,20,2,0
S00137013,106,12,3,0,2
S00137014,99,10,0,0,0
S00137015,98,0,9,0,0
S00137016,118,5,15,1,4
S00137017,94,4,0,0,0
S00137018,75,2,0,0,2
S00137019,140,2,0,1,1
S00137020,77,1,8,1,0
S00137021,60,4,6,0,2
S00137022,96,0,0,0,0
S00137023,83,4,5,0,0
S00137024,113,14,35,0,2
S00137025,107,1,9,0,7
S00137026,75,0,0,0,4
S00137027,103,0,0,0,0
S00137028,116,4,8,0,0
S00137029,61,0,9,0,1
S00137030,159,8,0,0,7
S00137031,99,1,0,0,0
S00137032,218,48,23,7,4
S00137033,124,14,0,0,2
S00137034,81,0,0,0,0
S00137035,91,6,11,1,0
S00137036,59,0,3,0,3
S00137037,82,14,0,0,0
S00137038,86,2,0,0,0
S00137039,56,7,4,0,0
S00137040,113,1,14,0,2
S00137041,108,0,4,0,0
S00137042,78,21,3,0,2
S00137043,131,8,2,0,0
S00137044,74,17,5,0,4
S00137045,72,8,13,0,7
S00137046,168,5,0,0,1
S00137047,52,6,0,0,0
S00137048,89,9,0,0,0
S00137049,40,9,43,0,2
S00137050,112,0,0,0,1
S00137051,80,14,5,0,0
S00137052,49,8,8,1,0
S00137053,114,16,3,0,7
S00137054,94,11,6,0,4
S00137055,92,22,7,0,4
S00137056,96,1,0,0,0
S00137057,113,13,3,1,3
S00137058,71,3,0,0,1
S00137059,169,27,5,0,8
S00137060,67,0,1,0,0
S00137061,124,18,6,0,12
S00137062,100,0,0,0,0
S00137063,119,5,14,0,8
S00137064,145,3,0,2,0
S00137065,142,9,10,0,0
S00137066,65,8,4,0,3
S00137067,116,3,2,0,4
S00137068,123,0,2,0,4
S00137069,90,4,7,0,6
S00137070,143,1,0,0,0
S00137071,58,5,1,0,1
S00137072,112,1,0,0,5
S00137073,123,0,0,0,0
S00137074,147,12,2,0,17
S00137075,79,0,0,0,0
S00137076,186,19,4,0,11
S00137077,150,0,0,0,1
S00137078,83,5,0,0,0
S00137079,64,10,20,0,5
S00137080,71,0,0,0,0
S00137081,123,4,1,0,0
S00137082,86,21,1,0,7
S00137083,127,0,5,0,0
S00137084,169,13,4,5,4
S00137085,118,0,2,0,5
S00137086,134,3,0,0,0
S00137087,135,6,0,0,0
S00137088,94,6,0,0,0
S00137089,81,9,0,0,9
S00137090,85,0,5,0,0
S00137091,86,0,2,0,0
S00137092,93,1,5,0,1
S00137093,104,1,6,1,0
S00137094,89,7,0,0,8
S00137095,111,0,0,0,0
S00137096,70,1,6,0,0
S00137097,75,11,0,0,0
S00137098,145,20,5,0,4
S00137099,66,1,0,0,0
S00137100,114,32,8,4,15
S00137101,146,15,0,0,0
S00137102,64,15,10,0,18
S00137103,148,6,0,0,1
S00137104,137,9,14,1,1
S00137105,129,1,5,0,1
S00137106,131,6,0,0,0
S00137107,94,6,9,2,5
S00137108,104,2,0,0,1
S00137109,51,3,6,0,8
S00137110,106,4,0,0,0
S00137111,81,2,5,0,0
S00137112,89,0,0,0,0
S00137113,83,13,5,0,4
S00137114,72,4,9,0,0
S00137115,98,0,0,0,0
S00137116,100,0,0,0,0
S00137117,85,2,5,0,0
S00137118,76,3,0,0,0
S00137119,110,0,1,0,2
S00137120,70,5,0,0,0
S00137121,83,14,0,0,0
S00137122,298,20,11,1,10
S00137123,81,20,3,0,0
S00137124,125,3,0,0,1
S00137125,87,18,5,0,4
S00137126,84,1,0,0,0
S00137127,150,4,0,0,10
S00137128,52,1,0,0,2
S00137129,115,7,0,0,0
S00137130,76,1,0,0,0
S00137131,77,0,0,0,0
S00137132,121,4,0,0,0
S00137133,89,2,0,0,2
S00137134,99,7,0,0,0
S00137135,86,0,1,0,0
S00137136,61,9,8,0,4
S00137137,87,0,0,0,0
S00137138,85,0,17,0,0
S00137139,126,18,1,0,0
S00137140,68,0,5,3,1
S00137141,246,41,21,0,2
S00137142,151,0,11,0,0
S00137143,114,31,0,0,0
S00137144,106,6,0,0,0
S00137145,99,0,0,0,0
S00137146,151,27,0,0,9
S00137147,103,10,0,0,4
S00137148,66,5,5,1,0
