oa_code_2021,white_total,asian_asian_scottish_or_asian_british_total,african_total,caribbean_or_black_total,other_ethnic_groups_total
S00158784,94,32,2,0,0
S00158785,282,158,38,0,43
S00158786,57,18,28,1,5
S00158787,56,7,0,0,16
S00158788,313,127,10,2,18
S00158789,41,14,3,0,6
S00158790,47,15,0,0,14
S00158791,106,10,0,2,1
S00158792,138,29,2,0,4
S00158793,103,16,14,0,8
S00158794,63,0,11,0,5
S00158795,64,1,22,1,4
S00158796,66,11,2,0,1
S00158797,85,9,10,4,2
S00158798,78,2,0,4,0
S00158799,95,0,1,0,0
S00158800,60,4,2,0,0
S00158801,118,4,9,0,2
S00158802,93,18,3,0,7
S00158803,118,4,8,0,0
S00158804,121,49,6,1,10
S00158805,79,10,6,0,0
S00158806,90,10,2,0,0
S00158807,54,19,1,0,2
S00158808,87,10,1,0,33
S00158809,121,10,0,1,3
S00158810,112,3,1,0,8
S00158811,122,0,18,0,7
S00158812,86,4,0,0,0
S00158813,117,11,2,0,1
S00158814,163,11,25,0,0
S00158815,104,0,0,0,0
S00158816,39,17,2,0,1
S00158817,139,0,1,0,0
S00158818,94,2,4,5,6
S00158819,60,7,0,0,6
S00158820,76,39,9,0,4
S00158821,87,9,2,0,1
S00158822,93,32,1,0,5
S00158823,279,217,11,2,30
S00158824,114,15,6,0,6
S00158825,69,0,2,0,3
S00158826,163,43,6,3,10
S00158827,97,0,1,0,0
S00158828,141,1,3,0,0
S00158829,69,19,0,0,0
S00158830,73,0,2,1,0
S00158831,90,0,0,0,0
S00158832,76,11,7,0,9
S00158833,126,5,6,0,0
S00158834,79,1,1,0,0
S00158835,95,4,0,0,0
S00158836,89,15,0,0,2
S00158837,70,5,0,0,1
S00158838,97,10,0,0,0
S00158839,183,0,20,0,0
S00158840,146,11,0,2,1
S00158841,47,9,1,0,0
S00158842,110,0,1,0,2
S00158843,85,9,4,0,7
S00158844,150,46,4,0,16
S00158845,65,16,9,0,16
S00158846,79,0,1,0,0
S00158847,115,0,17,4,0
S00158848,81,0,1,0,0
S00158849,67,6,4,0,0
S00158850,54,7,2,2,4
S00158851,68,0,0,0,1
S00158852,83,12,2,0,6
S00158853,95,10,18,0,6
S00158854,129,0,0,0,0
S00158855,62,0,2,0,0
S00158856,74,4,5,0,3
S00158857,99,19,0,0,9
S00158858,155,47,3,0,7
S00158859,51,14,0,0,1
S00158860,41,19,0,0,2
S00158861,75,0,34,0,5
S00158862,48,28,0,0,1
S00158863,118,37,3,0,5
S00158864,245,72,11,0,25
S00158865,99,7,6,1,0
S00158866,122,11,1,0,9
S00158867,99,1,0,0,1
S00158868,70,1,6,1,0
S00158869,92,4,11,0,9
S00158870,103,8,0,0,0
S00158871,69,17,2,0,7
S00158872,103,10,6,0,0
S00158873,44,63,1,0,2
S00158874,88,4,0,0,0
S00158875,43,40,3,0,15
S00158876,50,20,7,0,8
S00158877,148,2,1,0,0
S00158878,151,10,21,0,0
S00158879,87,16,4,0,5
S00158880,86,16,48,1,9
S00158881,70,18,1,0,1
S00158882,129,6,17,0,6
S00158883,46,22,8,0,4
S00158884,73,18,8,0,0
S00158885,92,31,6,0,27
S00158886,66,4,0,0,0
S00158887,121,0,11,0,0
S00158888,108,0,5,0,0
S00158889,37,13,6,0,27
S00158890,57,10,5,2,7
S00158891,49,28,2,0,11
S00158892,167,42,0,1,14
S00158893,104,11,1,0,3
S00158894,78,4,0,0,2
S00158895,104,4,0,0,0
S00158896,112,2,5,2,6
S00158897,49,21,2,0,18
S00158898,94,4,3,0,4
S00158899,133,17,0,0,4
S00158900,51,24,2,0,2
S00158901,59,4,0,0,0
S00158902,73,12,12,0,7
S00158903,98,10,1,0,11
S00158904,135,0,9,0,0
S00158905,134,3,0,0,1
S00158906,142,48,3,2,5
S00158907,84,0,4,0,0
S00158908,60,4,0,0,1
S00158909,83,2,14,0,13
S00158910,72,0,0,0,0
S00158911,110,18,3,0,4
S00158912,42,0,13,0,15
S00158913,105,9,1,0,0
S00158914,118,9,2,0,1
S00158915,63,18,3,0,22
S00158916,77,4,11,0,0
S00158917,62,12,0,0,0
S00158918,42,16,2,0,9
S00158919,86,4,1,0,5
S00158920,53,15,26,0,7
S00158921,123,4,1,0,2
S00158922,118,13,11,0,19
S00158923,98,27,19,2,4
S00158924,53,25,12,0,15
S00158925,68,0,0,0,0
S00158926,81,13,16,0,1
S00158927,63,7,1,0,2
S00158928,93,2,0,0,1
S00158929,88,4,18,0,0
S00158930,101,5,19,0,9
S00158931,71,4,1,0,2
S00158932,394,230,19,2,29
S00158933,78,26,0,1,6
S00158934,73,1,0,0,0
S00158935,90,8,9,0,6
S00158936,19,95,0,0,1
S00158937,38,20,28,0,14
S00158938,75,18,2,0,5
S00158939,72,10,0,0,0
S00158940,100,23,0,0,1
S00158941,68,7,0,0,0
S00158942,94,40,2,0,4
S00158943,75,5,3,0,2
S00158944,133,0,2,2,0
S00158945,212,104,9,1,13
S00158946,64,1,0,0,0
S00158947,53,12,16,1,15
S00158948,105,3,4,0,2
S00158949,89,2,3,0,1
S00158950,68,3,1,0,0
S00158951,69,19,0,0,3
S00158952,94,32,0,0,10
S00158953,101,0,12,0,0
S00158954,61,4,5,0,0
S00158955,204,46,14,0,34
S00158956,120,19,22,0,23
S00158957,99,5,0,0,0
S00158958,56,19,22,2,26
S00158959,63,40,1,0,9
S00158960,66,7,6,0,2
S00158961,46,7,6,0,7
S00158962,72,0,0,0,1
S00158963,118,2,5,0,1
S00158964,53,18,10,0,18
S00158965,81,22,1,0,7
S00158966,94,0,0,0,0
S00158967,76,5,0,0,0
S00158968,107,0,2,0,0
S00158969,95,7,0,0,0
S00158970,89,16,4,0,1
S00158971,66,33,1,0,0
S00158972,111,5,0,0,0
S00158973,148,3,0,0,5
S00158974,118,14,3,0,5
S00158975,93,17,0,0,19
S00158976,78,4,0,0,0
S00158977,77,6,12,0,0
S00158978,113,4,8,0,3
S00158979,130,1,29,4,1
S00158980,93,1,1,1,3
S00158981,58,1,1,0,1
S00158982,63,7,10,0,0
S00158983,95,0,0,0,0
S00158984,65,12,5,0,0
S00158985,199,12,8,0,1
S00158986,157,1,3,0,5
S00158987,75,12,15,4,15
S00158988,85,2,1,0,0
S00158989,712,480,31,8,52
S00158990,31,8,13,0,5
S00158991,64,1,0,1,0
S00158992,83,38,0,1,6
S00158993,553,304,33,6,41
S00158994,90,3,6,0,7
S00158995,55,14,1,0,2
S00158996,43,10,1,0,3
S00158997,50,16,0,0,2
S00158998,162,15,0,0,2
S00158999,63,0,0,0,0
S00159000,73,0,5,0,4
S00159001,111,2,2,1,1
S00159002,80,0,6,0,0
S00159003,96,8,9,2,0
S00159004,81,18,6,0,2
S00159005,108,2,15,0,0
S00159006,101,16,5,1,9
S00159007,52,14,6,0,3
S00159008,44,21,14,0,2
S00159009,91,4,3,0,0
S00159010,86,15,0,0,2
S00159011,72,34,0,0,0
S00159012,85,1,4,1,1
S00159013,61,4,5,2,1
S00159014,56,24,0,0,5
S00159015,61,13,3,0,7
S00159016,105,0,4,0,0
S00159017,92,5,3,0,3
S00159018,264,173,16,2,43
S00159019,73,14,12,0,0
S00159020,67,8,3,0,1
S00159021,56,0,4,0,4
S00159022,128,0,0,0,0
S00159023,94,1,3,0,0
S00159024,41,12,18,0,10
S00159025,78,0,1,0,0
S00159026,126,5,3,0,1
S00159027,57,6,0,0,2
S00159028,55,6,15,0,7
S00159029,91,4,0,0,0
S00159030,120,4,2,0,0
S00159031,31,34,0,0,8
S00159032,58,0,0,0,0
S00159033,83,1,4,0,4
S00159034,60,3,0,0,4
S00159035,77,17,34,0,8
S00159036,101,20,5,0,0
S00159037,51,9,7,0,2
S00159038,110,9,8,0,3
S00159039,44,8,17,0,17
S00159040,140,0,0,0,1
S00159041,68,0,6,0,6
S00159042,99,1,0,0,6
S00159043,85,6,4,1,0
S00159044,36,12,16,3,12
S00159045,52,28,0,0,7
S00159046,41,19,20,0,10
S00159047,64,24,6,0,17
S00159048,57,4,7,1,12
S00159049,74,2,1,0,0
S00159050,127,14,3,1,1
S00159051,104,0,3,2,0
S00159052,125,17,4,0,3
S00159053,173,6,12,0,6
S00159054,110,10,0,1,1
S00159055,94,0,0,0,3
S00159056,53,2,4,0,0
S00159057,58,11,1,0,10
S00159058,48,11,15,0,23
S00159059,152,4,0,0,0
S00159060,77,4,5,0,7
S00159061,90,7,2,0,0
S00159062,63,7,4,0,0
S00159063,48,11,12,0,22
S00159064,79,2,2,0,0
S00159065,60,0,0,0,0
S00159066,81,5,0,0,0
S00159067,89,0,3,0,1
S00159068,97,7,6,0,0
S00159069,157,6,3,0,0
S00159070,47,16,7,3,0
S00159071,46,0,15,0,10
S00159072,72,0,1,0,0
S00159073,76,7,0,0,2
S00159074,48,4,0,0,7
S00159075,74,0,0,0,0
S00159076,93,0,0,0,0
S00159077,137,0,0,0,0
S00159078,103,19,2,0,16
S00159079,114,6,0,0,2
S00159080,87,24,6,0,0
S00159081,96,4,17,2,3
S00159082,44,21,2,0,2
S00159083,48,22,6,0,9
S00159084,79,0,1,2,2
S00159085,118,21,4,0,0
S00159086,63,43,1,0,5
S00159087,109,10,3,0,12
S00159088,176,0,2,0,0
S00159089,105,0,2,0,0
S00159090,67,0,0,0,3
S00159091,103,10,17,1,7
S00159092,79,4,9,0,5
S00159093,111,14,5,0,2
S00159094,69,5,12,0,4
S00159095,132,3,4,0,1
S00159096,92,6,3,0,5
S00159097,109,2,30,0,1
S00159098,80,9,0,0,2
S00159099,118,37,7,1,18
S00159100,162,16,0,0,5
S00159101,70,7,2,0,4
S00159102,45,52,13,2,8
S00159103,100,76,20,2,18
S00159104,133,9,6,3,4
S00159105,92,8,2,0,6
S00159106,48,27,23,0,20
S00159107,97,0,3,0,0
S00159108,72,6,3,0,0
S00159109,47,4,1,0,15
S00159110,41,12,12,0,0
S00159111,108,20,6,0,10
S00159112,130,1,2,0,1
S00159113,154,13,1,0,8
S00159114,97,4,1,0,3
S00159115,77,3,0,0,0
S00159116,50,12,1,0,0
S00159117,61,1,0,0,0
S00159118,84,0,1,0,1
S00159119,67,24,0,1,1
S00159120,61,4,0,0,1
S00159121,88,9,0,1,0
S00159122,95,1,1,0,5
S00159123,63,1,4,0,1
S00159124,100,18,0,0,0
S00159125,107,1,0,0,0
S00159126,148,3,3,1,0
S00159127,111,3,1,0,0
S00159128,94,4,0,1,2
S00159129,59,24,0,0,5
S00159130,60,18,2,0,5
S00159131,132,0,0,0,6
S00159132,60,14,16,1,2
S00159133,76,29,0,0,1
S00159134,80,4,6,0,3
S00159135,113,12,4,0,0
S00159136,106,5,7,0,9
S00159137,113,22,0,1,12
S00159138,115,21,9,0,1
S00159139,124,24,2,0,0
S00159140,49,16,3,0,0
S00159141,83,17,0,0,7
S00159142,93,0,9,0,0
S00159143,76,13,0,2,2
S00159144,421,146,27,1,25
S00159145,51,36,0,0,0
S00159146,67,3,0,1,2
S00159147,101,2,0,0,2
S00159148,96,17,0,0,8
S00159149,64,25,16,0,11
S00159150,72,0,10,0,0
S00159151,101,9,1,1,4
S00159152,73,2,0,0,0
S00159153,100,4,0,0,0
S00159154,78,5,10,0,0
S00159155,94,5,4,0,2
S00159156,114,0,0,0,0
S00159157,66,6,6,0,0
S00159158,92,4,0,0,0
S00159159,77,1,0,0,0
S00159160,64,1,0,0,0
S00159161,103,26,2,0,8
S00159162,80,6,1,0,4
S00159163,70,2,0,0,4
S00159164,69,4,1,0,0
S00159165,74,2,0,0,0
S00159166,123,3,4,0,0
S00159167,47,13,0,0,1
S00159168,110,1,1,0,1
S00159169,114,0,5,0,4
S00159170,110,10,4,1,0
S00159171,112,25,13,0,4
S00159172,86,0,0,0,0
S00159173,182,0,26,0,6
S00159174,69,9,0,0,8
S00159175,53,17,2,0,13
S00159176,115,22,4,2,2
S00159177,74,2,0,0,0
S00159178,96,3,0,1,1
S00159179,133,0,0,1,4
S00159180,70,6,0,0,0
S00159181,86,28,0,1,7
S00159182,93,4,9,0,5
S00159183,98,1,8,0,0
S00159184,116,2,12,0,1
S00159185,106,2,1,2,1
S00159186,77,0,5,0,0
S00159187,113,3,0,0,0
S00159188,88,0,0,0,4
S00159189,114,29,11,0,9
S00159190,95,11,8,0,5
S00159191,68,7,34,0,10
S00159192,113,0,0,0,0
S00159193,112,0,21,0,3
S00159194,73,1,2,2,0
S00159195,145,9,13,2,1
S00159196,111,30,7,0,7
S00159197,78,14,5,0,4
S00159198,116,3,2,0,0
S00159199,65,3,2,0,0
S00159200,113,19,3,0,2
S00159201,101,5,3,0,4
S00159202,75,36,3,0,2
S00159203,85,4,0,0,0
S00159204,91,5,3,0,5
S00159205,147,4,0,1,0
S00159206,86,10,2,1,2
S00159207,58,0,0,3,4
S00159208,95,0,0,0,0
S00159209,64,7,0,0,0
S00159210,89,13,5,0,19
S00159211,81,4,0,0,8
S00159212,89,3,1,2,0
S00159213,78,11,10,0,0
S00159214,104,1,4,0,0
S00159215,54,28,3,1,14
S00159216,59,0,0,0,2
S00159217,53,5,4,0,2
S00159218,78,0,4,0,4
S00159219,85,5,1,0,1
S00159220,153,3,0,0,0
S00159221,79,0,0,0,0
S00159222,62,7,0,0,1
S00159223,75,5,7,0,3
S00159224,130,0,0,0,0
S00159225,67,0,4,0,0
S00159226,93,11,0,0,0
S00159227,63,7,1,0,8
S00159228,64,0,4,0,0
S00159229,107,0,0,3,0
S00159230,111,0,13,0,0
S00159231,62,1,0,0,1
S00159232,110,20,0,0,0
S00159233,133,7,1,0,2
S00159234,71,0,0,0,0
S00159235,114,0,0,0,0
S00159236,92,2,6,0,3
S00159237,90,1,0,0,3
S00159238,78,5,0,0,0
S00159239,140,6,0,0,3
S00159240,79,8,0,0,3
S00159241,61,12,11,0,2
S00159242,83,5,0,0,0
S00159243,124,7,14,1,0
S00159244,91,2,1,0,0
S00159245,78,7,0,0,0
S00159246,57,6,7,0,2
S00159247,103,2,4,0,1
S00159248,99,0,0,1,2
S00159249,105,12,6,0,0
S00159250,110,7,9,0,2
S00159251,101,0,0,3,10
S00159252,88,5,6,0,0
S00159253,80,0,4,0,0
S00159254,75,1,0,0,0
S00159255,105,0,12,0,0
S00159256,90,4,5,0,2
S00159257,121,5,4,0,22
S00159258,68,15,8,0,0
S00159259,89,0,0,0,1
S00159260,126,9,6,0,1
S00159261,67,5,16,0,11
S00159262,67,0,0,2,0
S00159263,77,0,2,1,0
S00159264,84,34,0,0,0
S00159265,115,29,0,1,11
S00159266,57,13,4,1,3
S00159267,116,8,0,1,1
S00159268,141,0,0,0,0
S00159269,71,10,1,0,0
S00159270,121,4,0,0,0
S00159271,58,22,2,0,7
S00159272,117,25,2,0,3
S00159273,69,6,0,0,4
S00159274,57,6,7,0,0
S00159275,111,7,0,2,11
S00159276,55,33,9,0,4
S00159277,79,23,2,0,10
S00159278,82,6,6,0,6
S00159279,59,25,1,0,1
S00159280,46,31,2,1,8
S00159281,98,10,0,0,2
S00159282,101,8,12,0,4
S00159283,38,17,1,1,20
S00159284,50,10,5,0,15
S00159285,109,12,1,0,0
S00159286,84,3,0,0,0
S00159287,63,1,5,0,4
S00159288,95,0,6,0,0
S00159289,95,21,1,0,0
S00159290,99,0,0,0,0
S00159291,116,13,9,0,8
S00159292,140,4,8,0,1
S00159293,72,14,24,0,9
S00159294,72,10,4,0,3
S00159295,95,7,8,0,10
S00159296,95,9,5,0,6
S00159297,73,11,4,0,0
S00159298,128,6,4,0,0
S00159299,125,0,1,0,0
S00159300,98,27,0,0,10
S00159301,71,13,4,0,4
S00159302,85,0,7,0,1
S00159303,72,3,3,0,0
S00159304,109,4,1,0,2
S00159305,72,22,0,1,2
S00159306,81,35,0,0,4
S00159307,49,9,2,0,6
S00159308,77,4,1,0,1
S00159309,90,8,6,0,11
S00159310,109,1,18,1,0
S00159311,158,8,0,0,2
S00159312,75,1,1,0,5
S00159313,66,6,10,0,0
S00159314,39,3,11,0,12
S00159315,178,8,24,0,0
S00159316,75,3,3,0,1
S00159317,65,12,11,0,4
S00159318,66,22,0,5,3
S00159319,68,5,22,0,0
S00159320,74,0,0,0,7
S00159321,80,4,0,0,1
S00159322,84,0,1,0,15
S00159323,111,5,0,1,11
S00159324,74,0,2,0,0
S00159325,55,8,0,0,5
S00159326,90,65,2,0,3
S00159327,58,3,0,0,0
S00159328,119,4,5,0,4
S00159329,109,25,16,0,1
S00159330,121,4,7,0,5
S00159331,56,0,5,2,3
S00159332,107,5,0,0,0
S00159333,73,1,2,1,1
S00159334,42,11,3,2,8
S00159335,82,10,0,0,0
S00159336,70,15,3,0,18
S00159337,51,7,12,0,11
S00159338,91,0,2,0,3
S00159339,181,4,4,0,0
S00159340,76,13,6,0,10
S00159341,80,10,2,2,1
S00159342,66,67,1,0,17
S00159343,80,0,5,0,1
S00159344,725,506,54,6,110
S00159345,40,10,6,0,5
S00159346,76,2,0,0,0
S00159347,164,63,7,0,9
S00159348,106,4,0,0,1
S00159349,61,0,3,0,0
S00159350,77,0,0,0,0
S00159351,118,0,16,1,4
S00159352,76,5,8,0,0
S00159353,122,3,8,0,14
S00159354,100,1,6,2,1
S00159355,82,2,2,0,0
S00159356,140,0,2,0,0
S00159357,45,14,0,1,10
S00159358,66,0,2,0,1
S00159359,85,30,0,0,12
S00159360,99,9,2,0,8
S00159361,116,8,0,0,2
S00159362,104,4,2,4,2
S00159363,77,16,0,0,0
S00159364,95,6,0,1,0
S00159365,77,3,6,0,3
S00159366,65,61,4,1,19
S00159367,102,0,0,3,0
S00159368,81,2,0,0,0
S00159369,86,3,0,0,0
S00159370,77,4,0,0,4
S00159371,52,17,0,0,13
S00159372,62,20,21,1,31
S00159373,64,2,4,0,4
S00159374,70,4,12,1,7
S00159375,93,6,5,0,0
S00159376,108,6,9,3,0
S00159377,85,6,2,0,5
S00159378,77,8,1,0,0
S00159379,140,1,16,5,12
S00159380,72,18,0,0,6
S00159381,58,76,0,0,16
S00159382,61,0,0,0,2
S00159383,78,10,32,0,0
S00159384,51,7,0,0,6
S00159385,80,7,3,0,4
S00159386,57,4,0,2,2
S00159387,156,0,0,0,0
S00159388,61,0,0,0,0
S00159389,77,19,7,0,8
S00159390,78,7,0,6,1
S00159391,84,5,0,0,0
S00159392,79,21,0,0,3
S00159393,75,0,0,2,0
S00159394,72,0,9,0,0
S00159395,64,6,0,0,2
S00159396,59,22,0,0,4
S00159397,92,4,8,0,10
S00159398,75,0,2,0,3
S00159399,74,6,2,0,0
S00159400,73,7,0,0,0
S00159401,133,19,0,0,0
S00159402,80,2,0,0,0
S00159403,151,3,1,1,0
S00159404,88,0,0,0,0
S00159405,35,46,0,0,6
S00159406,117,0,8,0,7
S00159407,146,3,0,0,2
S00159408,84,20,0,0,2
S00159409,94,12,3,0,1
S00159410,99,10,0,2,0
S00159411,110,5,0,0,0
S00159412,139,3,0,2,0
S00159413,66,0,7,0,0
S00159414,52,16,2,0,2
S00159415,142,13,0,0,8
S00159416,86,0,0,0,0
S00159417,72,19,1,0,0
S00159418,94,1,2,0,0
S00159419,86,0,1,2,0
S00159420,63,1,0,0,4
S00159421,79,2,5,0,6
S00159422,48,0,7,0,1
S00159423,73,2,0,0,2
S00159424,60,5,2,1,3
S00159425,57,7,5,0,3
S00159426,85,6,5,0,2
S00159427,108,12,3,2,7
S00159428,59,5,5,0,0
S00159429,112,0,8,0,3
S00159430,156,2,23,0,0
S00159431,116,0,2,0,0
S00159432,74,0,0,0,4
S00159433,97,10,1,0,9
S00159434,410,316,39,3,51
S00159435,86,6,15,0,1
S00159436,63,9,13,0,0
S00159437,81,0,0,0,0
S00159438,45,5,39,0,8
S00159439,64,19,5,0,4
S00159440,55,11,2,2,3
S00159441,87,6,0,0,1
S00159442,119,9,3,0,0
S00159443,69,27,0,0,6
S00159444,100,0,0,0,0
S00159445,41,5,16,0,0
S00159446,72,1,13,0,0
S00159447,158,0,5,0,0
S00159448,77,0,0,0,0
S00159449,285,161,10,0,51
S00159450,110,0,1,0,0
S00159451,76,0,6,0,5
S00159452,68,0,0,0,0
S00159453,144,9,9,0,10
S00159454,80,38,0,0,14
S00159455,47,13,0,0,6
S00159456,87,1,0,1,0
S00159457,192,27,5,0,1
S00159458,93,7,0,0,0
S00159459,91,4,1,0,0
S00159460,71,3,1,0,6
S00159461,73,0,3,0,0
S00159462,79,0,0,0,0
S00159463,190,14,5,0,0
S00159464,93,3,0,0,1
S00159465,109,17,1,0,0
S00159466,68,12,0,0,3
S00159467,78,2,0,0,4
S00159468,120,21,2,1,7
S00159469,60,3,0,0,0
S00159470,92,8,16,0,0
S00159471,93,7,3,0,7
S00159472,80,0,7,0,4
S00159473,83,0,0,0,0
S00159474,122,18,3,0,2
S00159475,54,4,15,0,1
S00159476,86,0,0,0,7
S00159477,148,0,6,0,0
S00159478,77,6,0,0,0
S00159479,115,5,4,0,1
S00159480,62,0,0,0,0
S00159481,84,35,0,0,12
S00159482,131,1,11,0,1
S00159483,155,7,2,0,6
S00159484,169,2,1,0,3
S00159485,85,13,0,0,1
S00159486,45,15,0,0,7
S00159487,119,0,6,0,0
S00159488,69,10,0,0,3
S00159489,66,23,3,0,2
S00159490,59,0,3,2,1
S00159491,42,8,6,0,1
S00159492,118,0,4,0,0
S00159493,145,0,0,0,0
S00159494,66,2,0,0,0
S00159495,56,0,0,0,8
S00159496,76,0,2,0,0
S00159497,93,0,0,0,0
S00159498,77,0,0,0,0
S00159499,157,9,0,0,0
S00159500,91,0,3,0,0
S00159501,89,19,2,0,1
S00159502,98,4,0,0,0
S00159503,116,37,8,0,6
S00159504,72,11,1,1,20
S00159505,114,19,16,0,22
S00159506,52,14,0,0,0
S00159507,97,8,0,0,0
S00159508,51,5,6,0,13
S00159509,60,0,0,0,0
S00159510,58,5,33,0,12
S00159511,122,1,2,0,0
S00159512,79,2,0,0,2
S00159513,110,4,2,2,0
S00159514,67,0,0,0,0
S00159515,89,1,5,0,0
S00159516,97,0,0,0,8
S00159517,65,1,1,0,5
S00159518,83,0,0,4,0
S00159519,110,5,0,0,0
S00159520,87,6,0,0,0
S00159521,104,8,0,0,0
S00159522,115,2,0,0,0
S00159523,120,4,6,2,0
S00159524,142,3,1,0,0
S00159525,102,7,0,0,0
S00159526,104,0,0,3,5
S00159527,111,14,4,0,6
S00159528,113,0,4,0,3
S00159529,81,0,5,0,0
S00159530,84,2,0,0,0
S00159531,81,12,7,0,2
S00159532,72,1,0,0,0
S00159533,57,6,0,0,2
S00159534,107,6,3,0,0
S00159535,81,0,7,0,1
S00159536,102,4,6,0,5
S00159537,61,4,0,0,2
S00159538,110,0,2,0,0
S00159539,75,15,0,5,15
S00159540,93,14,2,0,1
S00159541,81,4,3,0,0
S00159542,87,9,0,1,3
S00159543,80,12,7,0,0
S00159544,96,0,0,0,1
S00159545,61,0,1,0,1
S00159546,69,1,2,0,0
S00159547,120,24,1,0,6
S00159548,63,9,2,0,2
S00159549,65,3,0,0,3
S00159550,75,7,22,2,0
S00159551,77,10,3,0,0
S00159552,91,0,0,0,0
S00159553,151,10,0,0,1
S00159554,108,3,1,0,0
S00159555,79,14,16,0,0
S00159556,104,0,11,0,3
S00159557,116,4,0,0,0
S00159558,69,0,1,0,0
S00159559,112,14,3,0,2
S00159560,80,9,0,0,1
S00159561,106,8,12,0,1
S00159562,104,2,0,0,10
S00159563,68,17,1,0,1
S00159564,76,19,5,0,0
S00159565,70,3,0,0,28
S00159566,106,16,3,0,1
S00159567,87,0,4,0,2
S00159568,129,21,7,0,0
S00159569,117,5,8,0,0
S00159570,55,7,2,0,9
S00159571,65,0,0,0,2
S00159572,57,12,0,0,0
S00159573,64,0,3,0,1
S00159574,71,23,1,0,11
S00159575,70,13,0,0,1
S00159576,91,2,0,0,8
S00159577,107,20,5,0,6
S00159578,69,18,8,0,0
S00159579,57,4,4,0,3
S00159580,121,0,0,0,0
S00159581,93,9,0,0,4
S00159582,88,0,13,1,3
S00159583,56,3,4,0,7
S00159584,90,1,2,0,0
S00159585,63,7,0,0,2
S00159586,68,19,0,4,6
S00159587,64,0,7,0,0
S00159588,78,8,0,0,0
S00159589,106,7,2,1,0
S00159590,87,28,15,1,12
S00159591,110,4,0,0,0
S00159592,69,4,0,0,2
S00159593,59,5,0,0,0
S00159594,84,60,4,0,1
S00159595,104,11,12,0,11
S00159596,140,46,3,2,12
S00159597,81,23,0,0,4
S00159598,141,4,0,0,3
S00159599,91,0,22,0,2
S00159600,179,4,1,0,3
S00159601,88,5,3,6,1
S00159602,230,12,7,4,6
S00159603,261,9,9,0,4
S00159604,83,6,0,0,0
S00159605,178,3,1,0,5
S00159606,61,21,2,0,0
S00159607,96,7,14,0,5
S00159608,53,18,2,0,6
S00159609,136,8,1,0,1
S00159610,95,3,0,0,0
S00159611,84,4,4,0,9
S00159612,166,8,0,0,0
S00159613,108,4,0,0,0
S00159614,75,6,4,0,0
S00159615,125,4,0,0,0
S00159616,180,0,0,0,0
S00159617,163,0,1,0,0
S00159618,83,18,0,0,0
S00159619,67,3,0,0,0
S00159620,108,0,6,1,7
S00159621,99,0,0,0,0
S00159622,86,11,0,0,1
S00159623,82,0,3,0,0
S00159624,83,0,0,0,0
S00159625,70,0,0,0,2
S00159626,127,1,7,0,4
S00159627,50,22,0,0,9
S00159628,102,15,2,0,0
S00159629,113,39,3,1,0
S00159630,57,11,11,0,4
S00159631,96,9,0,0,0
S00159632,78,20,0,0,6
S00159633,113,4,2,0,0
S00159634,142,12,4,5,0
S00159635,102,7,1,0,0
S00159636,73,0,3,0,0
S00159637,77,0,0,0,0
S00159638,150,0,0,0,4
S00159639,84,20,2,1,3
S00159640,102,30,0,0,2
S00159641,59,6,3,0,0
S00159642,87,7,7,0,6
S00159643,117,0,0,0,4
S00159644,43,2,18,0,17
S00159645,96,29,34,3,31
S00159646,53,13,2,1,12
S00159647,147,15,0,0,16
S00159648,131,3,0,0,2
S00159649,38,14,51,0,12
S00159650,70,3,0,0,0
S00159651,154,46,0,0,4
S00159652,85,1,2,0,0
S00159653,170,13,0,1,6
S00159654,128,30,10,0,2
S00159655,170,7,0,0,0
S00159656,125,0,0,0,0
S00159657,94,8,0,0,0
S00159658,94,13,1,1,2
S00159659,128,0,2,0,0
S00159660,86,0,0,0,0
S00159661,60,1,0,0,0
S00159662,112,5,4,0,0
S00159663,77,10,14,0,3
S00159664,73,25,0,0,2
S00159665,79,9,0,0,2
S00159666,143,8,0,0,0
S00159667,32,9,15,1,4
S00159668,81,30,0,0,11
S00159669,92,13,0,0,13
S00159670,84,0,4,0,0
S00159671,77,3,0,0,0
S00159672,61,4,0,0,0
S00159673,75,1,0,1,2
S00159674,140,7,2,0,1
S00159675,121,3,0,0,0
S00159676,93,0,3,0,1
S00159677,98,1,14,0,0
S00159678,58,3,5,0,10
S00159679,115,15,1,0,6
S00159680,84,24,1,1,3
S00159681,75,11,1,0,9
S00159682,87,2,0,0,10
S00159683,67,29,0,0,5
S00159684,112,14,2,0,0
S00159685,94,7,8,0,0
S00159686,154,3,0,0,4
S00159687,71,8,0,0,0
S00159688,88,13,0,0,0
S00159689,78,29,46,0,1
S00159690,46,20,6,0,0
S00159691,69,12,0,0,1
S00159692,76,0,0,0,0
S00159693,123,0,5,0,0
S00159694,101,8,2,0,1
S00159695,65,13,3,0,10
S00159696,98,19,9,0,6
S00159697,71,0,5,0,2
S00159698,116,1,5,0,0
S00159699,149,0,0,0,0
S00159700,120,9,2,4,2
S00159701,143,0,5,0,12
S00159702,81,6,7,0,0
S00159703,131,8,0,0,0
S00159704,60,8,0,0,0
S00159705,98,4,0,0,1
S00159706,60,4,7,0,4
S00159707,136,3,4,0,1
S00159708,140,15,0,0,0
S00159709,73,2,10,0,0
S00159710,91,9,38,0,3
S00159711,74,14,7,0,8
S00159712,91,36,2,0,1
