oa_code,one_person_household_aged_65_and_over,one_person_household_aged_under_65,one_family_only_all_aged_65_and_over,one_family_only_married_or_same_sex_civil_partnership_couple_no_children,one_family_only_married_or_same_sex_civil_partnership_couple_with_dependent_children,one_family_only_married_or_same_sex_civil_partnership_couple_all_children_non_dependent,one_family_only_cohabiting_couple_no_children,one_family_only_cohabiting_couple_with_dependent_children,one_family_only_cohabiting_couple_all_children_non_dependent,one_family_only_lone_parent_with_dependent_children,one_family_only_lone_parent_all_children_non_dependent,other_households_with_dependent_children,other_households_all_full_time_students,other_households_all_aged_65_and_over,other_households_other
S00131724,8,2,10,7,4,2,1,2,0,2,2,0,0,0,0
S00131725,4,10,4,12,12,6,6,5,0,9,3,1,0,0,0
S00131726,3,8,5,14,10,5,2,2,0,1,3,1,0,0,1
S00131727,2,6,2,8,16,4,0,0,1,7,3,0,0,0,1
S00131728,8,8,7,7,8,2,1,3,0,2,3,1,0,0,2
S00131729,2,11,0,15,8,5,1,2,0,7,1,0,0,0,3
S00131730,6,21,2,4,0,3,0,1,0,3,2,0,0,0,2
S00131731,5,2,11,7,4,8,1,1,0,1,2,0,0,0,2
S00131732,15,9,5,10,4,4,1,2,1,3,4,0,0,0,2
S00131733,4,7,10,5,8,5,0,1,0,7,4,1,0,0,1
S00131734,4,14,5,4,0,2,4,1,0,10,3,0,1,0,1
S00131735,11,7,12,10,4,9,3,1,0,3,5,2,0,0,0
S00131736,11,5,2,7,5,4,2,3,0,3,4,2,0,0,0
S00131737,8,6,6,5,8,12,1,3,2,3,4,2,0,0,0
S00131738,9,9,11,5,3,3,1,0,0,1,4,1,0,0,0
S00131739,5,3,3,8,0,4,0,4,0,3,2,3,0,0,0
S00131740,7,9,3,5,3,5,3,3,2,3,2,1,0,0,0
S00131741,7,14,1,6,6,2,1,2,0,16,4,1,1,0,2
S00131742,5,15,5,7,6,2,4,2,0,6,4,1,0,0,0
S00131743,7,7,1,5,4,3,1,3,0,7,8,0,0,0,0
S00131744,6,11,3,6,2,7,1,1,0,4,9,1,0,0,3
S00131745,4,4,6,4,5,5,1,0,0,6,8,2,0,1,0
S00131746,6,4,2,2,3,7,1,2,0,3,1,1,0,0,0
S00131747,3,13,0,6,1,1,2,0,1,4,5,1,0,1,3
S00131748,9,3,6,13,9,8,5,5,0,1,5,0,0,0,0
S00131749,2,4,5,7,4,4,1,0,0,1,0,0,0,0,0
S00131750,7,7,6,4,1,1,0,4,0,4,5,0,0,1,1
S00131751,11,2,10,12,10,7,2,1,0,1,3,0,0,0,0
S00131752,4,7,9,20,15,8,1,0,0,5,4,0,0,0,0
S00131753,0,7,2,18,19,9,2,1,0,3,1,0,0,0,1
S00131754,4,4,8,13,8,5,1,0,1,5,4,0,0,0,1
S00131755,2,16,4,12,3,4,3,0,0,1,6,1,0,0,1
S00131756,4,2,7,19,7,9,1,1,0,2,2,1,0,0,0
S00131757,4,3,8,8,7,7,3,2,0,3,2,0,0,0,0
S00131758,1,1,4,12,10,8,0,3,1,0,2,0,0,0,0
S00131759,3,4,7,14,7,5,1,2,0,1,1,0,0,0,1
S00131760,4,4,2,10,12,4,4,2,0,2,2,1,0,0,0
S00131761,2,5,1,0,3,4,0,0,0,3,3,0,0,0,0
S00131762,3,4,1,4,0,2,0,0,1,10,4,0,0,0,1
S00131763,9,13,1,4,4,8,2,3,0,13,7,1,0,0,1
S00131764,4,16,4,6,0,3,0,0,1,5,6,3,0,0,2
S00131765,4,13,7,9,4,3,1,5,0,9,5,2,0,0,1
S00131766,9,16,5,5,8,7,2,2,1,5,2,4,0,0,0
S00131767,7,9,6,3,9,3,0,1,0,6,3,0,0,0,0
S00131768,8,13,1,4,3,3,2,0,0,7,9,0,0,0,1
S00131769,6,10,4,2,5,2,0,1,0,8,4,1,0,0,1
S00131770,6,8,2,5,5,3,0,1,0,7,4,2,0,0,1
S00131771,9,12,4,5,13,4,3,2,0,5,0,0,0,0,1
S00131772,16,25,3,5,10,1,3,0,0,2,5,1,0,0,0
S00131773,6,3,2,5,1,6,0,0,0,5,1,2,0,0,2
S00131774,8,5,1,4,8,2,1,1,0,5,1,0,0,0,1
S00131775,2,5,4,2,3,2,2,1,0,10,5,2,0,1,3
S00131776,6,3,3,9,12,7,2,1,0,6,2,2,0,0,2
S00131777,0,4,0,7,14,1,3,4,2,1,2,1,0,0,1
S00131778,12,6,11,3,7,1,2,2,0,3,1,1,0,0,1
S00131779,5,15,2,2,5,4,0,2,0,10,3,1,0,0,1
S00131780,2,11,2,3,5,4,1,2,0,9,11,4,0,0,1
S00131781,4,6,2,13,2,3,1,3,0,9,5,3,0,0,3
S00131782,4,7,3,6,9,6,0,0,0,5,3,1,0,0,1
S00131783,15,8,3,1,2,2,2,3,0,4,2,0,0,0,0
S00131784,14,7,3,6,3,3,2,2,0,2,5,0,0,0,0
S00131785,6,4,3,6,4,4,0,0,1,1,9,3,0,0,3
S00131786,12,8,8,6,4,3,1,1,0,8,5,0,0,1,1
S00131787,22,10,6,2,3,2,1,1,0,3,1,1,0,1,0
S00131788,10,11,5,15,6,4,2,1,1,5,1,2,0,0,1
S00131789,3,13,0,1,2,2,2,2,0,4,2,2,0,0,0
S00131790,4,23,1,4,6,1,3,0,0,1,1,2,0,0,0
S00131791,7,9,9,8,8,7,1,2,0,2,2,3,0,0,1
S00131792,3,11,2,6,5,1,3,3,0,3,4,1,0,0,1
S00131793,10,6,7,14,6,8,4,1,0,2,2,0,0,0,1
S00131794,9,19,1,4,1,3,2,1,0,7,6,1,0,0,2
S00131795,8,24,3,0,0,2,0,0,0,3,2,0,0,0,0
S00131796,12,7,5,8,5,4,1,1,0,1,6,1,0,1,2
S00131797,2,4,2,4,1,2,2,1,0,1,1,1,0,1,2
S00131798,11,15,4,3,2,7,5,5,0,4,6,1,0,0,4
S00131799,11,8,4,12,5,7,3,4,0,2,5,1,0,0,3
S00131800,5,18,6,5,8,5,4,3,0,5,5,0,0,1,3
S00131801,5,18,2,8,4,8,3,5,2,11,7,1,0,0,0
S00131802,3,12,0,4,3,0,1,3,0,6,2,1,0,0,1
S00131803,4,7,1,0,6,3,2,3,1,10,6,2,0,0,0
S00131804,0,4,0,2,18,3,4,1,1,1,1,0,0,0,0
S00131805,0,5,0,7,20,1,2,4,0,7,3,0,0,1,3
S00131806,2,12,0,5,2,3,3,1,0,11,1,1,0,0,3
S00131807,0,11,0,0,5,1,0,4,0,11,2,1,0,0,1
S00131808,5,6,2,3,2,3,2,3,1,19,4,2,0,0,0
S00131809,3,12,2,2,4,1,2,3,0,8,1,2,0,0,1
S00131810,15,13,5,2,0,1,0,0,0,4,3,0,0,0,1
S00131811,2,13,1,0,3,0,0,2,1,13,3,1,0,0,2
S00131812,5,18,2,6,5,4,1,1,1,7,3,0,0,0,2
S00131813,3,4,0,5,7,2,2,4,0,5,3,1,0,0,1
S00131814,5,19,0,5,8,3,3,3,0,7,2,1,0,0,2
S00131815,11,29,0,1,2,1,1,2,0,8,1,0,0,0,2
S00131816,3,6,1,7,12,5,2,3,0,6,4,2,0,0,2
S00131817,3,2,1,4,2,4,0,3,0,1,1,1,0,0,0
S00131818,4,21,1,4,0,0,1,1,0,7,6,2,0,0,0
S00131819,4,7,7,7,6,9,0,2,0,0,3,0,0,0,2
S00131820,31,14,5,5,0,4,3,2,0,3,4,0,0,0,1
S00131821,14,21,3,7,3,3,0,1,1,6,3,1,0,0,0
S00131822,4,16,1,7,5,3,1,4,2,6,1,0,0,0,2
S00131823,7,6,0,10,3,1,3,3,0,3,2,0,0,1,0
S00131824,5,17,2,2,5,4,1,3,0,10,4,2,0,0,1
S00131825,6,9,2,4,1,7,2,4,0,4,5,2,0,0,2
S00131826,5,7,3,8,7,5,1,5,1,16,3,1,0,1,1
S00131827,1,13,1,8,14,2,2,1,0,4,3,2,0,0,0
S00131828,1,23,4,6,3,3,2,1,0,6,3,1,0,0,1
S00131829,6,16,2,8,3,3,4,0,0,13,3,1,0,0,0
S00131830,5,14,2,4,2,2,0,1,2,9,3,0,0,1,0
S00131831,4,11,2,3,4,5,1,3,0,5,1,1,0,0,0
S00131832,10,23,3,5,1,0,2,4,0,2,4,2,0,0,0
S00131833,8,12,2,5,1,2,3,1,0,8,3,2,0,0,0
S00131834,5,23,1,6,2,4,5,3,0,8,5,1,0,0,0
S00131835,11,13,4,4,4,2,2,5,0,8,4,0,0,1,3
S00131836,3,8,7,5,3,1,1,3,1,4,4,1,0,0,3
S00131837,3,11,2,2,6,5,3,1,0,5,5,1,0,0,0
S00131838,18,7,3,4,6,5,2,1,0,3,2,0,0,0,2
S00131839,5,9,2,14,4,4,0,0,0,3,4,0,0,1,1
S00131840,6,17,1,7,0,2,1,1,1,3,5,0,0,1,0
S00131841,10,9,6,2,7,6,4,1,1,9,6,1,0,0,2
S00131842,10,12,2,3,5,7,1,2,0,3,3,1,0,1,0
S00131843,8,7,6,4,5,2,0,0,0,7,3,1,0,0,2
S00131844,4,7,2,6,5,5,3,2,0,6,6,1,0,0,2
S00131845,5,15,4,3,3,1,1,0,0,5,2,0,0,0,2
S00131846,3,10,1,3,3,4,1,3,2,7,2,2,0,0,0
S00131847,8,17,3,3,3,1,2,1,0,3,5,1,0,0,0
S00131848,14,36,0,3,3,2,3,1,0,5,2,0,0,0,2
S00131849,8,7,5,2,3,5,1,5,1,8,3,0,0,0,1
S00131850,9,36,0,1,1,2,2,2,0,5,2,0,0,0,1
S00131851,15,12,1,3,7,3,2,3,0,10,7,0,0,0,2
S00131852,1,13,0,4,17,0,5,4,0,6,1,1,0,0,1
S00131853,31,16,5,5,2,0,0,3,0,1,1,0,0,0,1
S00131854,9,20,0,9,0,0,3,1,0,3,2,0,0,1,0
S00131855,7,15,2,2,3,0,5,1,0,4,1,0,0,1,1
S00131856,8,14,2,3,5,0,0,0,0,3,0,1,0,0,1
S00131857,10,20,3,2,2,3,1,1,0,3,3,0,0,0,2
S00131858,8,22,2,9,8,2,2,3,1,8,3,2,0,0,1
S00131859,10,39,1,1,4,2,4,0,0,3,3,0,0,0,2
S00131860,7,19,2,2,2,2,2,4,1,5,2,1,0,0,1
S00131861,3,28,1,0,2,1,0,0,0,2,1,0,0,0,1
S00131862,10,14,4,3,2,3,3,0,0,5,3,1,0,0,0
S00131863,9,33,4,1,6,3,0,2,0,8,2,2,0,0,1
S00131864,8,28,7,6,7,1,3,1,0,6,4,2,0,0,3
S00131865,8,12,2,5,6,5,5,0,0,1,1,1,0,1,0
S00131866,7,2,3,2,5,3,1,1,0,4,1,0,0,0,2
S00131867,20,5,6,9,9,9,4,1,0,3,3,0,0,0,0
S00131868,15,9,6,5,6,2,1,0,0,2,2,0,0,0,3
S00131869,3,3,4,3,9,3,1,2,0,1,4,0,0,0,0
S00131870,6,5,11,4,7,7,1,4,0,1,2,1,0,0,0
S00131871,16,18,10,6,7,2,4,1,1,1,2,2,0,0,3
S00131872,22,21,2,4,1,1,3,1,0,8,4,1,0,0,1
S00131873,5,11,4,9,5,4,1,2,1,3,0,0,0,0,2
S00131874,7,25,0,4,2,1,1,1,0,8,1,2,0,0,2
S00131875,6,20,4,1,19,9,3,5,0,5,2,0,0,0,0
S00131876,8,19,2,8,5,2,3,1,0,1,0,1,0,0,0
S00131877,13,18,2,3,2,2,1,2,0,2,1,0,0,0,0
S00131878,12,10,10,12,15,7,1,0,0,0,2,2,0,0,3
S00131879,16,10,5,2,4,2,0,0,0,5,7,0,0,0,1
S00131880,13,15,3,2,2,3,2,1,0,0,2,1,0,0,0
S00131881,6,11,0,6,0,1,4,3,0,1,1,1,0,0,0
S00131882,5,0,6,3,2,0,0,3,0,4,1,0,0,0,0
S00131883,10,18,4,5,6,2,8,2,0,1,3,0,0,0,2
S00131884,8,9,6,7,4,2,4,2,0,5,0,0,0,1,0
S00131885,17,14,4,4,3,2,4,0,0,3,3,0,0,0,1
S00131886,9,9,4,8,11,2,0,2,0,1,1,0,0,1,1
S00131887,12,10,7,8,10,5,1,1,0,1,3,2,0,0,1
S00131888,5,17,4,9,4,0,6,2,0,2,1,0,0,0,1
S00131889,10,20,3,9,5,2,8,1,0,4,1,0,0,0,2
S00131890,10,7,1,9,5,3,3,2,0,5,9,0,0,0,4
S00131891,14,14,4,9,6,4,2,2,1,9,4,0,0,0,3
S00131892,6,24,4,7,3,1,2,0,1,1,1,1,2,0,1
S00131893,11,29,3,3,1,0,8,5,0,1,4,0,1,0,9
S00131894,6,22,5,6,1,2,3,1,0,5,2,1,0,0,1
S00131895,4,17,1,5,1,0,6,3,0,0,0,0,3,0,4
S00131896,6,23,5,5,1,1,5,1,0,1,1,0,0,0,5
S00131897,12,25,3,6,11,3,4,1,0,1,0,2,0,0,1
S00131898,8,32,9,2,3,2,3,1,0,5,5,0,0,0,3
S00131899,8,7,3,7,8,4,3,3,0,3,5,2,0,1,0
S00131900,5,2,2,3,4,4,0,4,0,2,2,1,0,0,1
S00131901,7,29,3,3,6,3,1,0,0,10,2,0,0,0,1
S00131902,7,9,3,8,8,10,0,0,0,6,4,1,0,0,2
S00131903,5,12,1,7,16,6,3,4,0,13,2,2,0,0,2
S00131904,3,13,5,6,17,9,1,3,0,9,6,3,0,0,0
S00131905,9,14,4,4,3,2,3,1,0,6,5,0,0,0,2
S00131906,12,23,5,6,5,4,0,1,0,7,5,1,0,0,2
S00131907,7,29,1,3,0,1,2,3,0,7,3,2,0,0,0
S00131908,9,16,5,10,3,4,2,1,0,4,8,2,0,0,4
S00131909,5,0,5,4,3,1,3,1,0,4,4,0,0,0,0
S00131910,4,13,0,2,5,2,1,4,0,11,4,2,0,0,0
S00131911,7,18,7,4,3,5,0,2,0,6,3,0,0,0,2
S00131912,5,7,5,4,9,8,1,5,0,8,4,2,0,0,0
S00131913,8,9,3,0,11,5,3,2,1,2,4,1,0,0,0
S00131914,6,8,1,11,4,7,1,1,0,6,4,1,0,0,0
S00131915,9,12,5,3,4,2,0,0,0,6,2,2,0,0,3
S00131916,10,11,2,5,9,4,3,3,0,7,2,1,0,1,0
S00131917,1,8,1,10,3,6,0,1,0,6,1,0,0,0,2
S00131918,1,7,1,10,18,9,0,2,0,0,2,3,0,0,0
S00131919,4,3,3,6,15,9,1,1,0,1,2,0,0,0,0
S00131920,6,10,8,18,20,16,2,3,0,3,2,1,0,0,1
S00131921,5,3,9,16,19,3,1,1,0,5,1,0,0,0,1
S00131922,7,5,10,15,5,9,2,2,0,4,4,0,0,0,0
S00131923,5,3,4,11,7,6,0,0,0,4,3,0,0,0,0
S00131924,26,9,7,3,1,2,0,0,0,2,4,0,0,0,0
S00131925,7,17,2,2,2,2,3,4,0,5,0,0,0,0,0
S00131926,8,14,2,4,4,1,1,4,1,8,2,0,0,0,0
S00131927,13,2,11,4,16,6,6,3,0,6,4,2,0,0,0
S00131928,15,5,13,9,13,2,1,1,0,3,1,4,0,0,2
S00131929,4,2,17,10,13,3,0,0,0,3,2,1,0,0,0
S00131930,6,3,2,7,8,7,1,1,0,5,0,0,0,0,1
S00131931,5,3,9,6,7,3,1,1,1,0,2,0,0,0,0
S00131932,6,0,8,6,13,9,0,1,1,1,4,0,0,0,0
S00131933,2,2,1,5,7,3,0,0,0,0,0,1,0,0,0
S00131934,9,0,15,13,14,8,0,1,0,1,1,1,0,0,0
S00131935,6,12,13,13,5,5,2,0,0,0,3,1,0,0,1
S00131936,5,2,7,5,7,8,2,1,0,0,5,1,0,1,0
S00131937,15,4,8,4,11,8,0,0,0,1,2,1,0,0,0
S00131938,12,7,4,11,14,8,1,0,0,0,4,1,0,0,3
S00131939,5,4,17,10,5,2,2,1,0,0,4,0,0,0,0
S00131940,10,5,6,2,2,2,0,1,0,1,1,0,0,0,1
S00131941,11,31,3,3,2,5,3,0,0,3,4,0,0,0,1
S00131942,28,16,8,4,1,0,3,0,1,2,5,0,0,0,2
S00131943,8,35,2,8,1,0,6,0,1,5,4,0,0,0,0
S00131944,6,7,5,8,12,5,2,1,0,0,3,0,0,0,1
S00131945,3,18,0,3,0,0,8,0,0,4,2,1,0,0,2
S00131946,6,3,17,7,10,5,1,1,0,1,3,0,0,1,0
S00131947,5,4,3,2,5,1,1,1,0,0,0,1,0,0,0
S00131948,7,1,10,5,11,2,1,0,0,2,2,1,0,0,3
S00131949,8,12,4,11,9,6,4,0,0,2,1,1,0,0,1
S00131950,25,18,4,9,2,3,3,0,0,2,0,0,0,0,2
S00131951,5,37,0,4,0,1,2,0,0,4,2,2,0,0,0
S00131952,12,4,8,6,16,4,1,1,0,0,4,2,0,0,1
S00131953,19,5,11,6,12,13,1,1,0,1,3,0,0,0,3
S00131954,5,15,10,7,5,6,2,1,0,4,12,4,0,1,1
S00131955,6,16,0,4,2,2,3,0,0,1,1,1,0,0,0
S00131956,7,7,6,14,14,11,1,1,1,6,4,0,0,0,4
S00131957,8,16,4,6,8,2,6,2,0,2,2,0,0,0,2
S00131958,15,6,8,10,2,4,0,1,0,2,2,5,0,1,4
S00131959,7,3,2,11,15,9,1,2,1,5,1,1,0,0,1
S00131960,5,7,1,14,12,5,4,1,0,8,3,1,0,0,1
S00131961,9,9,5,16,9,4,0,2,0,10,7,0,0,0,5
S00131962,5,15,8,3,0,4,1,1,0,7,2,1,0,0,2
S00131963,4,5,14,4,7,5,0,0,1,2,2,1,0,0,1
S00131964,7,12,4,1,2,1,0,0,0,6,2,2,0,0,1
S00131965,2,14,2,6,4,2,4,2,0,6,7,1,0,0,1
S00131966,2,11,7,2,4,4,2,2,0,7,2,0,0,0,1
S00131967,3,11,4,5,1,2,2,4,1,2,2,0,0,0,1
S00131968,5,2,2,3,7,1,3,0,0,3,5,1,0,0,0
S00131969,6,28,2,3,3,3,4,3,0,5,4,0,0,0,0
S00131970,5,17,9,8,7,4,3,5,0,9,6,0,0,0,1
S00131971,6,16,3,10,12,8,3,3,1,5,6,1,0,0,1
S00131972,1,10,1,6,10,3,1,3,1,5,3,0,0,0,2
S00131973,4,9,6,7,5,3,0,0,0,3,3,2,0,0,1
S00131974,4,15,3,9,8,6,1,2,1,7,3,2,0,0,0
S00131975,3,14,3,4,6,1,3,5,0,2,4,2,0,0,0
S00131976,11,17,1,5,1,5,0,2,1,11,4,9,0,0,0
S00131977,0,6,4,9,4,3,1,6,0,6,2,0,0,0,0
S00131978,2,4,7,5,5,3,3,0,0,7,3,2,0,0,0
S00131979,11,14,3,9,7,4,1,4,0,2,2,0,0,0,0
S00131980,3,13,4,2,3,1,1,2,0,4,6,4,0,1,1
S00131981,6,10,5,10,9,13,1,5,0,5,4,0,0,0,0
S00131982,2,6,3,9,8,2,3,5,1,5,2,0,0,0,1
S00131983,5,3,3,6,5,8,2,1,0,4,3,1,0,1,1
S00131984,10,5,8,7,10,2,1,1,1,4,5,0,0,0,0
S00131985,13,2,11,5,6,1,0,2,0,3,4,2,0,0,0
S00131986,17,5,10,5,8,6,0,0,0,3,10,2,0,0,0
S00131987,11,11,10,3,8,4,1,2,0,3,2,1,0,0,1
S00131988,10,18,3,7,5,3,1,2,0,5,8,0,0,1,3
S00131989,0,0,1,1,11,4,1,2,0,1,2,1,0,0,0
S00131990,0,5,2,6,15,4,0,1,0,2,2,0,0,0,1
S00131991,10,9,6,3,2,3,0,2,0,5,8,3,0,0,0
S00131992,2,12,2,2,5,6,1,7,0,16,6,3,0,1,0
S00131993,9,15,7,1,8,3,2,3,0,11,6,3,0,0,2
S00131994,4,13,2,2,6,4,1,2,1,10,9,7,0,0,0
S00131995,4,8,4,11,6,3,0,0,1,6,2,2,0,1,2
S00131996,12,2,0,5,2,0,1,2,0,3,1,0,0,0,0
S00131997,2,15,2,3,2,4,1,2,0,4,1,2,0,0,1
S00131998,3,7,1,3,3,1,1,4,1,14,4,2,0,0,1
S00131999,0,15,1,0,2,1,1,3,0,12,4,1,0,0,0
S00132000,1,18,3,1,5,5,4,4,0,16,3,0,0,0,2
S00132001,12,20,2,3,7,2,1,4,1,8,6,0,0,0,2
S00132002,8,13,6,7,6,3,5,3,0,11,6,1,0,0,2
S00132003,5,8,0,3,6,5,1,2,0,6,2,2,0,0,0
S00132004,4,25,1,2,2,2,4,1,0,8,5,1,0,0,4
S00132005,8,24,2,8,3,6,5,3,0,11,2,0,0,0,2
S00132006,2,1,0,5,4,4,1,2,1,5,2,0,0,0,1
S00132007,3,3,2,9,2,2,0,1,0,1,1,0,0,0,0
S00132008,9,22,2,4,3,2,1,1,0,3,2,0,0,0,1
S00132009,8,17,4,2,3,2,2,3,0,5,3,1,0,0,0
S00132010,7,10,9,6,3,3,0,1,1,2,4,0,0,0,0
S00132011,3,22,3,3,1,4,1,0,0,5,2,1,0,0,1
S00132012,9,3,9,6,7,2,0,2,0,1,2,1,0,0,1
S00132013,16,10,6,4,2,0,1,1,0,2,4,0,0,0,1
S00132014,6,3,6,8,13,5,0,0,0,1,0,1,0,0,2
S00132015,4,6,10,11,23,12,1,1,0,0,1,3,0,0,1
S00132016,3,10,7,6,6,2,0,0,0,2,5,2,1,0,0
S00132017,12,15,2,5,9,3,3,0,0,5,3,3,0,1,0
S00132018,3,8,0,4,4,3,0,0,0,4,5,2,0,0,0
S00132019,3,12,2,5,10,0,1,2,0,6,3,3,0,0,4
S00132020,1,9,1,11,28,4,2,2,1,9,4,1,0,0,3
S00132021,7,13,6,8,13,12,2,3,0,6,5,2,0,0,0
S00132022,3,11,1,1,3,2,1,5,1,6,3,3,0,0,0
S00132023,4,9,8,10,13,8,1,3,0,6,4,3,0,0,5
S00132024,4,9,10,10,8,10,1,3,0,2,3,0,0,0,1
S00132025,4,9,5,3,12,3,7,3,0,1,3,0,0,0,1
S00132026,2,8,4,7,10,3,5,1,0,2,1,1,0,0,2
S00132027,2,3,5,8,7,3,4,0,0,10,5,2,0,0,0
S00132028,4,9,4,6,12,4,0,4,0,4,3,5,0,0,1
S00132029,3,10,2,9,1,7,2,1,0,3,2,1,0,0,0
S00132030,10,4,23,17,10,7,1,0,0,1,3,0,0,0,0
S00132031,7,5,11,9,10,6,0,0,1,4,2,0,0,0,2
S00132032,6,8,12,13,18,14,2,2,0,1,0,0,0,0,1
S00132033,9,4,8,17,13,4,1,3,0,2,3,1,0,0,1
S00132034,2,5,2,9,6,4,1,0,0,3,0,0,0,0,0
S00132035,4,6,12,18,7,9,4,0,0,2,1,0,0,0,1
S00132036,3,10,3,14,12,11,4,2,0,1,2,0,0,0,1
S00132037,1,21,1,9,5,1,1,1,0,1,1,0,0,0,1
S00132038,1,12,0,12,7,3,5,1,0,0,1,0,0,0,0
S00132039,7,7,6,9,6,8,0,0,0,2,1,1,0,0,0
S00132040,3,6,0,10,9,6,2,2,0,1,3,0,0,0,2
S00132041,2,6,4,20,20,6,9,2,0,2,2,0,0,0,0
S00132042,4,13,3,4,13,8,1,2,0,2,3,0,0,0,1
S00132043,2,6,9,13,11,5,5,2,1,2,2,3,0,0,1
S00132044,1,2,0,10,16,16,1,1,0,3,2,1,0,0,1
S00132045,7,3,12,10,7,3,1,0,1,4,0,0,0,0,0
S00132046,3,7,5,11,4,11,1,0,0,2,3,0,0,0,1
S00132047,4,3,7,8,7,6,3,0,0,3,2,1,0,0,0
S00132048,8,2,7,3,7,8,2,0,0,3,6,0,0,0,0
S00132049,4,8,1,5,8,2,5,1,0,2,1,0,0,0,0
S00132050,4,7,4,4,3,2,0,0,0,2,4,0,0,0,1
S00132051,2,8,1,8,7,6,1,4,0,15,5,3,0,0,1
S00132052,8,7,3,5,2,7,0,3,0,0,1,1,0,0,0
S00132053,3,11,1,5,4,5,3,1,0,5,2,2,0,0,0
S00132054,0,5,0,5,14,2,5,7,0,1,0,3,0,0,1
S00132055,9,10,3,3,3,2,0,1,0,6,3,1,0,0,2
S00132056,3,12,3,6,3,4,0,2,0,10,3,2,0,0,0
S00132057,10,10,1,5,6,5,5,7,0,5,3,2,0,0,1
S00132058,12,8,6,6,3,5,2,4,1,8,1,1,0,0,0
S00132059,1,17,1,0,2,1,3,3,0,9,2,0,0,0,3
S00132060,1,6,3,5,3,0,2,2,0,6,7,0,0,0,2
S00132061,1,14,2,2,4,6,2,1,1,4,2,1,0,0,0
S00132062,0,16,3,5,11,2,1,2,0,20,4,2,0,0,0
S00132063,1,14,0,2,2,0,1,6,0,9,0,2,0,0,0
S00132064,13,7,4,6,8,3,0,1,0,2,1,2,0,0,3
S00132065,12,5,14,5,7,1,1,4,0,1,1,0,0,0,0
S00132066,13,2,9,5,4,1,3,4,0,2,0,1,0,0,1
S00132067,5,5,11,4,4,5,0,0,0,1,4,3,0,0,0
S00132068,11,8,7,4,0,3,0,0,0,2,2,0,0,0,0
S00132069,11,24,4,1,0,1,5,2,0,4,1,1,0,0,0
S00132070,8,20,7,6,12,8,1,1,1,5,2,0,0,1,1
S00132071,7,36,2,5,2,3,2,4,1,7,0,1,0,0,1
S00132072,4,21,3,1,4,0,4,3,0,16,0,2,0,0,2
S00132073,5,15,2,3,5,3,1,7,1,7,2,4,0,0,1
S00132074,3,23,1,11,6,4,3,1,2,9,5,1,0,1,6
S00132075,4,2,0,0,7,4,2,4,0,9,4,2,0,0,2
S00132076,3,5,5,3,6,7,2,0,0,3,5,0,0,0,1
S00132077,4,5,3,5,1,2,0,0,0,5,2,1,0,1,3
S00132078,3,14,5,5,3,3,6,5,0,7,7,2,0,0,4
S00132079,5,22,4,6,2,7,2,2,1,10,5,0,0,1,1
S00132080,10,14,4,2,2,0,1,3,0,2,3,1,0,0,2
S00132081,6,12,1,0,2,4,0,3,1,4,3,0,0,0,0
S00132082,4,9,2,3,1,4,1,2,0,12,3,1,0,0,1
S00132083,8,12,4,2,5,0,0,3,0,10,3,1,0,0,4
S00132084,14,10,1,4,3,4,1,2,1,8,2,0,0,0,0
S00132085,7,10,0,2,9,4,4,1,0,18,6,0,0,1,4
S00132086,3,8,4,5,6,11,4,2,0,11,7,3,0,0,1
S00132087,12,3,4,6,8,5,3,3,0,0,2,1,0,0,0
S00132088,3,5,4,9,8,3,1,2,0,1,2,2,0,0,0
S00132089,6,1,7,11,7,10,0,2,0,0,1,0,0,1,0
S00132090,1,10,1,2,4,9,1,2,0,6,6,0,0,0,1
S00132091,9,3,5,12,4,4,2,1,0,1,4,0,0,0,0
S00132092,3,6,7,4,5,8,2,3,0,0,1,1,0,0,1
S00132093,5,12,4,3,4,3,2,3,0,4,3,0,0,1,1
S00132094,9,14,14,16,8,8,6,1,0,2,1,0,0,0,0
S00132095,9,14,7,3,2,4,3,1,0,2,0,0,0,0,0
S00132096,6,17,1,5,3,3,1,2,0,8,5,0,0,0,1
S00132097,5,14,2,8,3,3,1,1,0,5,0,0,0,0,0
S00132098,8,4,11,11,9,7,1,1,0,1,2,0,0,0,0
S00132099,20,15,1,8,3,5,5,1,0,0,0,0,0,1,1
S00132100,3,4,5,4,4,9,1,2,0,1,1,0,0,0,3
S00132101,11,42,3,9,4,2,6,1,0,3,3,2,0,0,2
S00132102,18,30,2,3,0,0,1,0,0,1,0,0,0,0,0
S00132103,8,8,4,7,3,5,1,0,0,2,2,1,0,0,0
S00132104,13,12,4,11,12,3,3,1,0,3,4,0,0,0,0
S00132105,9,8,6,3,5,1,0,5,1,1,5,0,0,0,3
S00132106,14,20,6,4,0,3,0,0,0,3,4,0,0,1,0
S00132107,4,16,3,7,4,5,3,1,0,2,5,2,0,0,1
S00132108,0,9,2,4,1,2,15,2,0,3,3,0,0,0,1
S00132109,2,20,3,1,4,1,4,2,0,9,1,1,0,0,1
S00132110,14,8,2,9,8,6,2,2,0,0,3,2,0,0,1
S00132111,3,23,2,15,8,4,6,4,0,3,1,0,0,0,0
S00132112,7,9,4,5,7,2,1,0,1,1,2,1,0,0,0
S00132113,5,4,3,7,7,9,0,0,1,3,3,1,0,0,1
S00132114,13,26,3,4,0,4,2,1,0,14,3,1,0,0,2
