oa_code,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,other_religion,no_religion,religion_not_stated
S00125472,33,18,5,0,0,0,0,0,0,14,6
S00125473,42,74,4,0,0,0,0,0,0,19,12
S00125474,36,81,7,0,0,0,0,0,0,56,2
S00125475,9,69,4,0,0,0,0,0,0,14,2
S00125476,20,61,0,0,0,0,1,0,0,17,6
S00125477,34,32,8,0,1,0,3,0,0,39,7
S00125478,30,36,17,0,0,0,0,0,0,18,5
S00125479,19,44,5,0,0,0,0,0,0,16,1
S00125480,38,59,2,1,0,0,0,3,0,20,7
S00125481,36,31,4,0,0,0,0,0,0,10,3
S00125482,14,40,1,0,0,0,0,0,0,22,2
S00125483,19,32,4,0,0,0,4,0,0,23,3
S00125484,34,51,3,0,0,0,0,0,0,26,3
S00125485,26,38,1,0,0,0,0,0,0,15,1
S00125486,21,67,2,0,0,0,0,1,0,36,0
S00125487,14,39,2,0,0,0,0,0,0,23,4
S00125488,22,35,2,0,0,0,0,0,0,20,0
S00125489,45,89,0,0,0,0,0,0,0,32,4
S00125490,36,19,0,0,0,0,0,0,1,11,4
S00125491,29,16,1,0,0,0,0,0,1,21,2
S00125492,39,77,4,0,0,0,7,1,0,19,1
S00125493,20,36,0,0,0,0,0,0,0,25,1
S00125494,27,79,2,0,0,0,0,0,0,14,5
S00125495,22,57,0,0,2,0,0,0,0,17,8
S00125496,11,32,1,0,0,0,0,2,0,23,2
S00125497,21,54,0,0,0,0,0,0,0,24,3
S00125498,17,73,2,0,0,0,0,0,0,15,6
S00125499,13,32,0,1,0,0,0,0,0,17,4
S00125500,16,40,4,0,0,0,0,0,0,24,4
S00125501,11,49,2,0,3,0,0,0,0,27,4
S00125502,14,38,3,0,0,0,0,0,0,16,13
S00125503,17,75,2,0,0,0,0,0,0,13,2
S00125504,11,56,1,0,0,0,0,0,1,6,5
S00125505,51,37,15,0,0,0,0,0,0,32,7
S00125506,14,34,0,0,0,0,0,0,0,16,5
S00125507,54,80,3,0,5,0,3,0,0,31,12
S00125508,49,58,1,0,0,0,0,0,0,33,20
S00125509,25,67,0,0,0,0,4,0,0,29,8
S00125510,48,84,1,0,0,0,6,0,0,30,12
S00125511,58,81,3,0,0,0,12,0,0,46,8
S00125512,53,95,5,0,3,0,11,0,0,66,6
S00125513,22,61,2,2,0,0,0,0,0,27,8
S00125514,53,83,3,0,0,0,0,0,0,25,8
S00125515,48,53,3,0,0,0,0,0,0,31,1
S00125516,19,46,0,0,0,0,3,0,0,19,9
S00125517,28,85,0,0,0,0,0,0,0,42,8
S00125518,18,30,0,0,0,0,0,0,0,18,4
S00125519,89,102,1,0,0,0,13,0,0,57,8
S00125520,34,36,4,0,0,0,0,0,0,18,21
S00125521,30,79,5,0,0,0,4,0,0,20,0
S00125522,25,57,7,0,1,0,4,0,0,41,9
S00125523,24,25,1,0,0,0,0,0,0,15,9
S00125524,10,48,1,0,0,0,0,0,0,11,3
S00125525,7,49,0,1,0,0,0,0,0,19,10
S00125526,5,55,0,0,0,0,0,0,0,10,5
S00125527,10,61,0,0,0,0,0,0,0,5,3
S00125528,23,66,1,0,0,0,0,5,0,10,5
S00125529,14,29,1,0,0,0,0,0,0,14,2
S00125530,46,141,0,0,0,0,0,0,0,18,0
S00125531,13,143,0,1,0,0,7,0,0,36,14
S00125532,40,110,3,0,0,0,2,5,0,29,14
S00125533,17,86,1,0,0,0,4,0,0,1,5
S00125534,28,60,0,0,0,0,0,0,0,10,8
S00125535,10,61,0,0,0,0,0,0,0,9,0
S00125536,24,79,1,0,0,0,0,0,0,17,8
S00125537,28,63,3,0,0,0,0,0,0,18,9
S00125538,39,81,1,0,0,0,0,0,0,17,7
S00125539,21,70,6,0,0,0,4,0,0,27,5
S00125540,35,92,0,0,0,0,0,0,0,14,3
S00125541,25,79,1,0,0,0,0,0,0,20,21
S00125542,18,143,1,0,0,0,0,0,0,45,3
S00125543,14,73,0,0,0,0,0,0,0,11,6
S00125544,41,96,3,0,0,0,0,0,0,55,6
S00125545,18,22,0,0,0,0,0,0,2,37,3
S00125546,29,61,1,0,0,0,0,0,1,23,8
S00125547,28,95,0,0,3,0,0,0,1,30,8
S00125548,20,49,2,0,0,0,0,0,0,20,8
S00125549,68,35,1,0,0,0,0,0,0,41,6
S00125550,31,27,3,1,0,0,0,0,0,20,8
S00125551,42,61,7,0,0,0,4,0,0,52,5
S00125552,24,35,0,0,0,0,5,0,0,26,2
S00125553,27,7,2,0,0,0,6,0,0,9,6
S00125554,67,80,3,0,0,0,0,3,0,47,2
S00125555,20,22,6,0,0,0,3,0,0,18,5
S00125556,58,29,4,0,0,0,0,0,0,15,5
S00125557,39,29,9,1,0,0,0,0,0,25,1
S00125558,29,31,1,0,0,0,0,0,0,21,9
S00125559,35,19,6,0,0,0,0,0,0,37,10
S00125560,7,29,10,0,0,0,0,0,0,24,7
S00125561,49,18,2,0,0,0,0,0,0,22,2
S00125562,42,20,4,0,0,0,0,0,1,16,2
S00125563,46,24,3,0,0,0,0,0,0,26,6
S00125564,32,11,4,0,0,0,0,0,0,8,6
S00125565,41,19,4,0,0,0,1,0,0,16,1
S00125566,29,26,4,0,0,0,6,0,0,52,7
S00125567,74,75,29,0,0,0,0,0,0,48,5
S00125568,41,46,12,0,0,0,0,0,0,49,13
S00125569,59,40,8,0,1,0,0,1,0,32,12
S00125570,99,82,1,1,0,0,6,5,0,46,14
S00125571,30,17,5,0,0,0,0,0,0,19,6
S00125572,138,59,9,1,4,0,1,0,0,52,22
S00125573,23,14,4,0,0,0,6,0,0,21,0
S00125574,79,35,15,0,0,0,6,0,0,51,10
S00125575,72,27,9,0,5,0,0,0,0,27,6
S00125576,8,17,1,0,0,0,0,0,0,26,1
S00125577,45,19,7,0,0,0,0,0,0,32,7
S00125578,60,28,3,0,0,0,5,0,1,29,7
S00125579,46,28,18,0,0,0,0,0,1,41,7
S00125580,34,48,5,0,0,0,5,0,0,38,5
S00125581,37,45,4,0,0,0,9,0,0,58,11
S00125582,10,37,4,0,4,0,0,0,0,47,5
S00125583,39,68,0,0,0,0,0,0,1,49,14
S00125584,47,48,10,0,0,0,5,0,0,59,11
S00125585,39,80,14,0,0,0,7,0,1,69,10
S00125586,64,55,10,0,0,0,5,5,1,52,3
S00125587,33,68,8,0,0,0,21,0,0,45,16
S00125588,58,52,5,0,0,0,5,0,0,67,14
S00125589,60,27,8,0,0,0,6,0,0,28,16
S00125590,72,50,3,0,4,0,14,4,0,53,8
S00125591,46,22,6,0,0,0,0,0,0,24,5
S00125592,54,37,3,0,0,0,0,0,0,35,8
S00125593,34,27,8,0,0,0,6,0,0,28,5
S00125594,58,50,19,0,0,0,0,0,0,53,25
S00125595,34,54,6,0,0,0,0,0,0,34,6
S00125596,15,33,6,0,0,0,5,0,1,19,5
S00125597,58,45,8,0,0,0,0,0,0,53,14
S00125598,34,41,0,0,0,0,1,0,0,31,9
S00125599,40,84,5,0,0,0,4,0,1,39,18
S00125600,43,15,2,0,0,0,0,0,0,14,8
S00125601,21,26,1,0,0,0,1,0,0,16,3
S00125602,35,57,1,0,4,0,0,0,0,21,66
S00125603,28,25,11,0,0,0,0,0,0,14,4
S00125604,19,29,1,0,0,0,4,0,1,15,7
S00125605,14,35,5,0,0,0,0,0,0,35,5
S00125606,20,31,3,1,0,0,2,0,0,36,16
S00125607,11,34,13,1,0,0,1,0,0,36,3
S00125608,22,61,16,0,0,0,2,0,0,44,2
S00125609,11,13,3,0,0,0,0,0,0,22,3
S00125610,52,99,6,0,0,0,17,0,0,52,3
S00125611,16,25,2,0,0,0,0,0,0,19,1
S00125612,31,87,3,0,0,0,19,0,1,56,6
S00125613,26,55,4,1,0,0,27,0,0,30,2
S00125614,36,54,1,0,0,0,0,0,0,41,2
S00125615,30,96,3,0,0,0,6,0,0,34,8
S00125616,18,73,6,0,0,0,24,0,2,28,5
S00125617,25,68,8,0,0,0,0,0,0,38,14
S00125618,34,114,2,0,0,0,14,0,0,49,13
S00125619,27,63,0,0,0,0,8,0,0,59,3
S00125620,31,59,2,0,0,0,16,4,0,22,7
S00125621,46,66,9,2,0,0,23,0,0,32,12
S00125622,43,33,4,0,0,0,13,0,0,38,2
S00125623,58,39,0,0,0,0,6,0,0,21,4
S00125624,38,72,0,0,0,0,0,0,0,10,10
S00125625,40,41,5,0,0,0,0,0,0,10,2
S00125626,33,29,2,0,0,0,4,1,0,26,1
S00125627,38,21,0,0,0,0,0,0,1,34,4
S00125628,24,81,4,0,0,0,0,0,0,26,7
S00125629,10,49,0,0,0,0,4,0,0,25,5
S00125630,26,60,4,0,0,0,1,0,0,32,7
S00125631,36,58,2,0,0,0,0,0,0,28,11
S00125632,34,117,7,0,0,0,6,5,1,15,8
S00125633,27,56,0,0,0,0,0,0,0,15,5
S00125634,16,36,0,0,0,0,0,0,0,18,4
S00125635,51,71,0,0,0,0,0,0,0,21,18
S00125636,26,44,5,0,4,0,0,0,0,17,5
S00125637,30,42,4,0,0,0,0,0,0,12,0
S00125638,27,37,0,0,5,0,4,1,0,23,7
S00125639,25,94,1,2,0,0,14,0,1,25,13
S00125640,32,85,1,0,0,0,11,0,0,36,9
S00125641,32,54,1,0,0,0,0,0,1,22,5
S00125642,24,17,1,0,0,0,0,0,0,13,4
S00125643,45,45,4,0,0,0,5,0,0,37,11
S00125644,64,49,11,0,0,0,4,0,1,54,35
S00125645,27,31,4,0,0,0,0,0,0,22,7
S00125646,57,34,18,0,0,0,1,0,0,64,23
S00125647,38,38,0,0,0,0,2,0,0,26,5
S00125648,64,29,3,0,0,0,5,0,0,21,15
S00125649,27,59,4,0,0,0,0,0,0,40,18
S00125650,29,43,5,0,5,0,6,0,1,16,6
S00125651,27,37,3,0,0,0,0,0,0,25,8
S00125652,28,18,1,0,0,0,0,0,0,14,8
S00125653,31,55,2,0,0,0,6,0,0,38,74
S00125654,28,88,2,0,0,0,0,1,0,29,4
S00125655,27,71,7,1,0,0,0,0,0,30,4
S00125656,40,65,6,0,0,0,0,0,0,47,10
S00125657,38,65,3,0,0,0,1,0,0,47,13
S00125658,44,93,9,0,0,0,20,0,0,43,5
S00125659,28,52,15,0,0,0,5,0,0,42,5
S00125660,66,69,1,0,0,0,6,0,0,43,18
S00125661,27,35,5,0,0,0,8,3,0,40,16
S00125662,42,53,3,0,0,0,0,0,0,13,3
S00125663,32,24,0,0,0,0,0,0,1,34,6
S00125664,33,36,7,0,0,0,0,0,2,8,4
S00125665,24,23,2,0,0,0,0,0,0,20,6
S00125666,29,30,1,0,0,0,0,0,0,30,9
S00125667,28,41,5,0,0,0,0,0,0,23,13
S00125668,38,41,5,0,0,0,3,0,0,65,16
S00125669,41,22,1,0,0,0,0,0,1,11,9
S00125670,23,19,3,0,2,0,5,0,0,9,8
S00125671,41,59,12,0,0,0,11,0,0,19,11
S00125672,47,52,12,0,0,0,13,0,0,21,11
S00125673,42,56,8,0,0,0,0,0,0,44,5
S00125674,37,37,0,0,0,0,0,0,0,20,4
S00125675,30,28,1,0,0,0,0,0,0,16,5
S00125676,52,39,4,0,0,0,0,0,0,23,4
S00125677,36,12,9,0,0,0,0,0,0,32,10
S00125678,52,24,3,0,0,0,0,0,0,15,5
S00125679,60,33,3,0,0,0,0,0,0,28,54
S00125680,13,28,0,0,0,0,0,0,0,19,6
S00125681,41,25,0,0,0,0,0,0,1,20,8
S00125682,140,102,18,0,0,0,0,0,1,61,15
S00125683,23,40,4,0,0,0,0,0,2,25,3
S00125684,81,119,14,0,0,0,0,0,0,53,9
S00125685,50,29,3,0,0,0,0,0,0,23,5
S00125686,45,28,2,0,0,0,0,0,0,13,4
S00125687,20,30,4,0,0,0,0,0,0,16,2
S00125688,59,39,6,0,0,0,0,0,0,23,18
S00125689,29,36,12,0,0,0,0,0,0,40,3
S00125690,17,40,4,0,0,0,0,0,0,25,1
S00125691,48,28,5,0,0,0,0,0,0,18,3
S00125692,40,15,7,0,0,0,0,0,0,41,9
S00125693,47,37,3,0,0,0,6,0,0,46,8
S00125694,23,18,4,0,0,0,2,0,0,13,9
S00125695,32,18,8,0,0,0,1,0,1,44,2
S00125696,59,15,9,0,0,0,0,0,0,21,4
S00125697,32,12,0,0,0,0,0,0,1,16,6
S00125698,77,43,7,0,3,0,6,0,0,40,8
S00125699,20,18,2,1,0,0,0,1,0,18,0
S00125700,73,46,19,0,0,0,4,0,1,42,21
S00125701,26,66,11,0,0,0,3,0,0,40,1
S00125702,43,33,2,0,0,0,0,0,0,30,5
S00125703,61,61,15,2,0,0,0,0,0,39,4
S00125704,47,66,8,0,0,0,0,0,0,16,3
S00125705,40,26,6,0,0,0,0,0,0,19,14
S00125706,21,18,4,0,0,0,1,0,0,7,2
S00125707,66,80,9,0,0,0,0,0,0,34,16
S00125708,19,17,1,0,0,0,0,0,0,28,2
S00125709,26,34,0,0,0,0,0,0,0,14,12
S00125710,41,44,11,0,0,0,6,0,0,46,1
S00125711,50,45,13,0,0,0,5,0,0,45,7
S00125712,34,43,2,0,0,0,4,0,1,28,8
S00125713,19,27,5,0,0,0,1,0,0,18,2
S00125714,61,77,5,0,0,0,0,0,0,53,11
S00125715,23,53,3,0,0,0,0,0,0,41,11
S00125716,35,24,0,0,0,0,0,0,0,28,7
S00125717,58,2,0,0,0,0,0,0,0,20,4
S00125718,80,8,0,0,0,0,0,0,0,33,18
S00125719,37,75,0,0,1,0,7,0,0,30,8
S00125720,24,67,1,0,0,0,0,0,0,13,9
S00125721,42,18,2,0,0,0,0,0,0,14,5
S00125722,48,55,8,0,0,0,10,0,0,44,3
S00125723,47,23,3,0,0,0,0,0,0,15,4
S00125724,63,34,1,0,0,0,0,0,0,59,10
S00125725,46,55,8,0,0,0,5,3,0,40,15
S00125726,25,13,5,0,0,0,0,0,0,28,5
S00125727,55,35,7,0,1,0,0,0,2,25,13
S00125728,40,44,3,0,0,0,0,0,0,15,7
S00125729,28,24,0,0,0,0,0,0,0,13,4
S00125730,22,61,2,0,0,0,0,0,1,34,4
S00125731,27,18,7,0,0,0,0,0,0,8,2
S00125732,34,32,9,0,0,0,0,0,0,25,5
S00125733,25,14,0,0,0,0,0,0,0,15,0
S00125734,63,29,5,0,0,0,1,0,0,50,5
S00125735,41,82,0,0,0,0,0,0,0,23,7
S00125736,6,40,2,0,0,0,0,0,0,8,4
S00125737,15,83,0,0,0,0,2,0,0,29,5
S00125738,17,52,7,0,0,0,0,0,0,12,3
S00125739,47,36,6,0,0,0,0,0,1,68,12
S00125740,20,20,4,0,0,2,0,0,0,37,7
S00125741,26,24,6,0,0,0,0,0,0,9,17
S00125742,43,51,7,1,0,0,0,0,0,43,17
S00125743,29,38,0,0,0,0,0,0,0,44,4
S00125744,25,13,5,0,0,0,1,0,0,40,8
S00125745,33,23,2,0,0,0,0,0,0,35,1
S00125746,23,32,7,0,0,0,2,0,0,40,3
S00125747,18,41,13,3,0,0,0,0,0,74,10
S00125748,15,39,1,0,0,0,4,0,2,53,2
S00125749,18,19,0,0,0,0,1,0,1,43,2
S00125750,30,33,6,0,0,0,0,0,0,41,7
S00125751,51,39,6,0,0,0,0,0,0,28,7
S00125752,15,25,1,0,0,0,0,0,0,35,7
S00125753,18,19,1,0,0,0,0,0,0,16,3
S00125754,25,23,8,0,0,0,0,0,0,34,3
S00125755,28,11,3,0,0,0,0,0,0,34,2
S00125756,15,29,3,0,0,0,1,0,2,43,8
S00125757,20,8,1,0,0,0,0,0,0,26,3
S00125758,54,21,2,0,0,0,0,0,0,18,8
S00125759,43,17,1,0,0,0,0,0,0,32,4
S00125760,26,16,2,1,0,0,0,0,0,31,3
S00125761,58,45,1,0,0,0,0,0,1,42,7
S00125762,33,43,4,0,0,0,1,0,0,38,6
S00125763,66,36,0,0,0,0,0,0,0,61,8
S00125764,17,28,8,0,0,0,7,5,0,25,8
S00125765,22,24,2,0,0,0,1,0,0,12,13
S00125766,48,30,1,0,0,0,0,0,0,40,12
S00125767,30,26,11,1,0,0,4,0,0,34,5
S00125768,37,36,3,0,0,0,0,0,0,43,9
S00125769,32,42,5,0,0,0,0,0,0,52,6
S00125770,62,58,4,0,0,0,0,0,0,48,6
S00125771,45,51,13,2,0,0,8,2,0,32,3
S00125772,18,14,0,0,0,0,0,0,0,32,8
S00125773,45,32,13,0,0,0,6,0,0,44,5
S00125774,29,36,13,0,0,0,0,0,1,65,4
S00125775,29,28,7,1,0,0,0,0,0,13,4
S00125776,43,74,16,0,1,0,0,0,0,57,17
S00125777,38,46,1,0,0,0,0,0,0,44,8
S00125778,21,28,0,0,0,0,0,0,0,29,5
S00125779,44,52,1,0,0,0,0,0,0,22,3
S00125780,58,52,2,0,0,0,0,4,0,58,8
S00125781,44,50,5,1,2,0,0,0,0,56,7
S00125782,22,35,4,0,0,0,3,0,0,44,16
S00125783,59,77,15,0,4,0,2,0,0,73,7
S00125784,72,62,10,4,0,0,11,0,0,112,15
S00125785,19,29,4,0,0,0,0,0,0,11,3
S00125786,49,36,9,0,0,0,0,0,0,39,10
S00125787,20,19,6,0,0,0,0,0,0,13,6
S00125788,30,28,7,0,0,0,0,0,0,38,5
S00125789,56,126,13,2,0,0,5,1,0,71,21
S00125790,40,11,6,0,0,0,0,0,0,34,17
S00125791,34,48,11,0,0,0,0,0,1,50,9
S00125792,47,25,2,0,0,0,0,0,1,37,8
S00125793,49,46,10,0,0,0,3,0,0,72,18
S00125794,53,45,7,0,0,1,0,0,0,58,10
S00125795,52,57,14,0,6,0,0,0,1,48,6
S00125796,24,20,0,1,0,5,0,0,0,25,3
S00125797,35,56,3,0,0,0,0,0,0,67,10
S00125798,22,49,0,0,0,0,1,0,0,53,6
S00125799,34,53,3,0,0,0,5,0,0,92,11
S00125800,35,36,1,0,0,0,0,0,1,39,1
S00125801,46,40,0,0,0,0,0,0,1,42,5
S00125802,43,65,0,0,0,0,3,0,0,33,13
S00125803,68,44,22,1,0,0,1,0,1,48,10
S00125804,43,40,11,0,0,0,0,0,0,18,7
S00125805,40,28,5,0,0,0,0,0,0,13,1
S00125806,31,25,3,1,0,0,0,0,0,24,8
S00125807,22,28,8,0,0,0,0,0,0,17,9
S00125808,43,36,10,0,0,0,0,0,1,41,12
S00125809,24,53,2,0,0,0,0,0,0,17,5
S00125810,26,50,10,0,0,0,0,0,0,21,7
S00125811,42,43,2,0,0,0,0,0,0,13,0
S00125812,38,69,3,0,0,0,0,0,0,31,0
S00125813,15,34,1,0,0,0,1,0,0,17,2
S00125814,48,55,7,0,0,0,0,0,0,40,16
S00125815,41,36,4,0,0,0,0,0,0,21,0
S00125816,53,53,5,0,0,0,3,0,1,49,3
S00125817,24,18,2,0,0,0,0,0,0,15,1
S00125818,35,28,7,0,0,0,0,0,0,18,3
S00125819,110,42,8,0,0,0,1,0,0,44,8
S00125820,74,23,2,0,0,0,0,0,0,38,6
S00125821,59,19,2,0,0,0,0,0,0,20,7
S00125822,77,30,0,0,0,0,0,0,4,31,8
S00125823,58,33,8,0,0,0,0,0,0,18,3
S00125824,71,54,1,0,0,0,5,0,0,36,4
S00125825,38,30,13,0,0,0,0,0,0,27,4
S00125826,26,20,6,0,0,0,0,0,1,12,4
S00125827,32,20,8,0,0,0,0,0,0,25,8
S00125828,46,49,3,0,0,0,2,0,0,45,7
S00125829,33,11,2,0,0,0,0,0,0,22,0
S00125830,84,47,10,0,0,0,0,0,0,30,22
S00125831,41,9,1,0,0,0,0,0,0,39,4
S00125832,50,40,0,0,0,0,0,0,0,39,11
S00125833,35,47,12,0,0,0,5,0,0,50,6
S00125834,82,74,9,0,0,0,0,0,0,50,50
S00125835,39,37,1,0,0,0,3,0,2,35,8
S00125836,54,76,1,0,0,0,2,0,0,35,4
S00125837,49,80,3,2,0,0,7,0,0,38,7
S00125838,50,62,1,0,0,0,0,0,0,19,2
S00125839,34,42,6,0,0,0,0,0,2,24,12
S00125840,56,41,0,0,0,0,3,0,0,69,8
S00125841,55,34,0,0,0,0,0,0,0,23,5
S00125842,46,59,2,0,0,1,0,0,0,39,5
S00125843,26,35,2,0,0,0,4,0,0,47,7
S00125844,34,48,1,0,0,0,2,0,0,29,5
S00125845,27,12,5,0,0,0,0,0,0,20,2
S00125846,82,38,4,0,0,0,0,0,0,56,4
S00125847,27,29,3,0,0,0,4,0,0,15,0
S00125848,20,73,0,0,0,0,0,0,1,20,1
S00125849,23,43,0,0,0,0,0,0,0,8,3
S00125850,27,38,2,0,0,0,0,0,0,76,11
S00125851,24,23,6,0,0,0,1,0,0,27,15
S00125852,38,50,2,0,0,0,4,5,0,30,12
S00125853,66,63,1,0,0,0,0,0,0,63,11
S00125854,20,22,4,0,0,0,1,0,0,17,8
S00125855,47,38,12,0,0,0,6,0,0,45,10
S00125856,53,37,3,0,3,0,4,0,0,45,10
S00125857,83,46,13,1,0,0,5,0,0,56,16
S00125858,57,60,4,1,13,0,10,0,1,40,8
S00125859,52,57,10,0,0,0,3,0,0,29,13
S00125860,88,61,11,0,0,0,15,0,0,56,10
S00125861,25,21,5,0,0,0,5,0,0,20,5
S00125862,62,53,16,0,0,0,13,0,0,54,7
S00125863,21,34,1,0,0,0,1,0,0,34,8
S00125864,48,60,14,1,0,1,6,0,0,58,7
S00125865,63,52,11,1,0,0,1,0,1,61,7
S00125866,60,59,8,1,0,0,1,0,0,99,21
S00125867,9,16,4,0,0,0,0,0,0,26,4
S00125868,45,46,3,0,0,0,1,0,1,95,5
S00125869,14,38,3,0,0,0,1,0,0,27,7
S00125870,55,37,3,0,0,0,5,3,1,30,2
S00125871,24,29,2,0,0,0,0,0,0,27,2
S00125872,33,27,4,0,0,0,0,0,1,35,5
S00125873,45,30,2,1,0,0,1,0,0,44,4
S00125874,19,8,3,0,0,0,5,0,0,31,2
S00125875,60,29,5,0,0,0,0,0,0,45,18
S00125876,69,44,4,0,0,1,0,0,0,46,14
S00125877,58,25,4,0,0,0,0,0,1,29,5
S00125878,87,42,6,0,1,0,0,0,1,44,8
S00125879,43,26,10,0,0,0,0,0,0,29,2
S00125880,49,32,5,1,0,0,10,0,0,43,14
S00125881,29,20,9,0,3,0,9,0,0,35,12
S00125882,57,45,8,0,2,0,14,0,0,63,27
S00125883,54,62,20,0,4,0,6,0,0,60,8
S00125884,57,37,11,0,0,0,25,0,0,59,2
S00125885,45,41,7,0,0,0,7,0,1,25,10
S00125886,42,40,3,0,0,0,22,7,2,57,7
S00125887,20,22,3,2,0,0,0,0,2,18,7
S00125888,26,23,16,2,0,0,0,0,1,16,4
S00125889,55,90,7,0,0,0,0,0,2,44,97
S00125890,34,115,13,0,0,0,10,0,2,50,4
S00125891,15,29,5,1,0,0,0,0,0,23,0
S00125892,29,56,4,0,0,0,2,0,1,42,9
S00125893,25,52,15,0,0,0,4,0,0,27,7
S00125894,17,40,1,0,0,0,0,0,0,26,3
S00125895,66,69,11,0,0,0,3,0,0,52,5
S00125896,60,60,12,0,0,0,3,0,0,21,11
S00125897,69,84,11,0,0,0,3,0,0,56,18
S00125898,38,64,2,0,0,0,0,0,0,53,5
S00125899,38,51,6,3,0,0,17,0,0,14,3
S00125900,39,90,1,0,0,0,0,0,0,19,14
S00125901,34,76,5,2,0,0,9,4,0,30,20
S00125902,68,72,8,2,0,0,0,0,1,37,11
S00125903,37,86,4,2,0,0,0,0,0,25,4
S00125904,36,128,3,3,0,0,0,0,0,41,3
S00125905,24,62,1,0,0,0,0,5,0,25,6
S00125906,29,58,2,0,0,0,6,0,0,24,4
S00125907,26,23,0,0,0,0,1,0,1,13,2
S00125908,39,93,1,0,0,0,0,0,0,28,8
S00125909,32,87,5,0,0,0,0,0,0,13,4
S00125910,9,40,1,0,0,0,0,0,0,11,3
S00125911,42,2,3,0,0,0,0,0,2,25,2
S00125912,73,3,9,0,0,0,0,0,1,73,13
S00125913,63,8,8,0,0,0,0,0,1,50,11
S00125914,51,0,11,0,0,0,0,0,0,29,14
S00125915,58,1,4,1,0,0,0,0,0,55,22
S00125916,51,3,9,1,0,0,0,0,0,55,15
S00125917,36,3,7,0,0,0,0,0,0,25,15
S00125918,36,1,0,0,0,0,0,0,0,19,8
S00125919,7,10,18,1,0,0,0,0,0,74,10
S00125920,85,0,5,0,0,0,0,0,0,49,8
S00125921,57,1,20,0,0,0,0,0,0,50,11
S00125922,17,2,12,0,0,0,0,0,0,25,14
S00125923,47,6,9,0,0,0,0,0,1,30,8
S00125924,39,4,5,0,0,0,0,0,0,36,4
S00125925,44,5,5,0,0,2,0,0,0,22,2
S00125926,44,7,6,1,0,0,0,0,0,79,12
S00125927,77,2,8,1,0,0,0,0,0,54,18
S00125928,49,4,9,0,0,0,0,0,0,41,16
S00125929,41,5,12,0,0,0,0,0,0,45,5
S00125930,41,7,9,0,0,0,0,0,1,48,11
S00125931,63,0,6,0,0,0,0,0,0,31,14
S00125932,33,3,3,0,0,0,0,0,1,20,7
S00125933,67,1,1,1,0,0,0,0,1,39,1
S00125934,92,3,15,2,0,0,0,0,1,48,4
S00125935,62,2,20,0,0,0,0,0,3,50,19
S00125936,29,4,6,1,2,0,0,0,0,26,18
S00125937,42,0,11,0,0,0,0,0,0,34,7
S00125938,44,4,25,1,0,0,0,2,1,64,17
S00125939,28,2,4,0,0,0,0,0,0,29,9
S00125940,74,1,12,1,0,0,0,0,0,36,22
S00125941,45,7,21,0,0,0,0,0,0,46,19
S00125942,27,1,7,0,0,0,0,0,1,45,5
S00125943,42,5,5,0,0,0,0,0,0,48,24
S00125944,76,8,6,1,0,0,0,0,3,66,3
S00125945,52,5,7,1,0,0,0,0,1,42,12
S00125946,59,3,4,1,0,0,0,0,1,52,12
S00125947,69,8,36,0,0,0,0,0,0,83,26
S00125948,56,4,10,1,0,0,0,0,1,38,9
S00125949,28,1,3,0,0,0,0,0,5,24,7
S00125950,81,4,21,0,0,0,0,0,2,71,20
S00125951,29,3,18,0,0,0,0,0,2,57,16
S00125952,58,1,3,1,0,0,0,0,0,36,17
S00125953,57,0,3,0,0,0,0,0,0,33,10
S00125954,90,2,19,0,0,0,0,0,0,75,10
S00125955,42,1,4,0,0,0,0,0,2,25,9
S00125956,64,4,2,0,0,0,0,0,0,46,11
S00125957,57,5,19,0,0,0,0,0,5,57,27
S00125958,60,3,9,0,0,0,0,0,0,45,12
S00125959,58,5,6,0,0,0,0,0,0,62,10
S00125960,34,0,9,0,0,0,0,0,1,18,2
S00125961,55,0,10,0,0,0,0,0,0,50,15
S00125962,56,1,3,0,0,0,0,0,1,31,9
S00125963,53,4,6,0,0,0,0,0,3,54,11
S00125964,16,4,4,0,0,0,0,0,0,27,4
S00125965,21,0,19,0,0,0,0,0,2,39,9
S00125966,19,2,24,1,0,0,0,0,0,43,2
S00125967,54,7,12,0,0,0,0,0,0,37,13
S00125968,66,1,3,0,0,0,0,0,0,27,1
S00125969,59,2,5,0,0,0,0,0,5,75,10
S00125970,75,10,12,0,0,0,0,0,0,58,27
S00125971,36,0,6,0,0,0,0,0,0,16,7
S00125972,31,0,5,0,0,0,1,0,0,20,29
S00125973,44,5,3,0,0,0,0,0,5,48,6
S00125974,70,2,3,0,0,0,0,0,0,53,2
S00125975,47,1,9,0,0,0,0,0,0,45,15
S00125976,37,0,9,0,0,0,0,0,0,43,12
S00125977,47,0,2,0,0,0,0,0,0,50,5
S00125978,38,1,7,1,0,0,0,0,0,38,3
S00125979,46,1,5,0,0,0,0,0,0,40,12
S00125980,47,4,11,0,0,0,0,0,0,37,15
S00125981,38,2,22,0,0,0,0,0,1,75,18
S00125982,43,1,7,0,0,0,0,0,0,47,12
S00125983,73,1,7,0,0,0,0,0,5,49,13
S00125984,16,2,8,0,0,0,0,0,3,28,3
S00125985,53,5,9,0,0,0,0,0,0,39,16
S00125986,67,10,8,0,0,0,0,0,2,36,9
S00125987,71,3,14,0,0,0,0,0,2,32,8
